age,gender,zip_code,daily_kcal,protein_g,carbs_g,fat_g,fruit_portions
85,male,3542,1953,30,156,131,8
50,female,6221,2114,88,421,20,3
78,female,5022,2135,91,434,20,8
25,male,5621,2311,106,448,20,2
60,male,3542,2212,220,284,20,3
85,female,1023,2022,78,410,20,4
25,female,6211,2046,188,308,20,3
51,other,3035,2167,90,282,67,4
60,male,5012,2282,142,238,79,10
35,male,1031,1889,156,176,63,2
72,male,8927,2515,199,357,29,4
37,male,5621,2069,139,307,33,4
67,male,3035,2543,104,406,49,4
72,female,6224,1640,90,208,46,3
42,male,6211,2252,128,318,49,1
37,female,1031,2052,175,246,38,3
52,male,3023,2453,41,436,68,2
54,male,6216,2163,99,433,20,3
72,female,4822,1929,97,173,90,2
47,male,3515,2252,122,345,39,1
40,male,3515,2369,168,397,20,4
54,male,3024,2546,80,239,143,1
59,female,9711,1983,95,331,28,3
22,female,1046,2266,220,207,57,3
50,male,1825,1857,162,248,20,2
21,female,6216,2171,107,408,20,2
87,male,5014,2053,165,236,49,7
21,male,6535,2009,161,293,21,5
84,male,1031,2132,47,325,72,1
18,male,1031,2186,57,242,107,0
63,female,1823,1716,140,276,20,5
50,female,2014,1804,67,167,90,0
26,male,3516,2305,54,342,84,0
71,other,3511,2215,51,329,84,3
82,male,5621,1936,50,253,86,0
54,female,1825,1635,136,219,20,1
40,male,5632,2443,180,407,20,4
60,male,3548,2119,86,223,94,3
85,female,1036,1801,90,197,70,5
70,female,5646,2113,120,293,51,8
84,male,4816,2332,220,264,38,2
24,male,5616,2512,220,192,56,4
78,female,5045,2172,30,477,24,7
82,female,4811,1836,39,416,20,5
88,female,1028,1606,149,114,57,6
60,female,3515,1811,59,273,57,1
59,female,3024,2090,114,387,20,3
75,female,3515,1939,184,300,20,3
47,male,3024,2289,30,303,116,3
84,female,6535,1433,51,231,35,4
44,male,6221,2548,62,458,54,2
82,male,5622,2056,106,391,20,6
44,male,6224,1874,57,404,20,5
58,female,6211,2300,148,324,43,9
38,female,3511,1981,97,201,80,3
75,female,9721,1851,37,153,116,3
57,female,5632,2299,64,283,105,5
77,male,5622,2187,135,398,20,5
31,female,5025,2118,56,432,21,2
35,male,1813,2178,107,224,91,2
81,female,4811,1868,179,179,47,1
35,female,4817,1658,129,237,20,2
72,male,1028,2113,103,251,81,3
61,male,5612,2192,114,414,20,4
85,female,3516,1626,72,213,51,1
68,female,6216,1743,37,253,69,5
33,female,1028,1825,175,256,20,2
87,male,9712,2091,34,440,22,1
51,male,6221,2588,154,364,53,5
75,male,9721,1818,98,210,62,1
73,female,1036,2189,220,145,72,1
71,female,3514,1873,122,161,78,4
35,male,1825,1998,95,255,71,5
72,female,8921,1515,30,196,74,2
84,female,9721,1859,78,315,33,3
48,female,6221,2093,107,336,42,0
71,female,2517,2045,146,359,20,5
29,female,5014,1998,55,316,54,4
51,female,5045,1583,220,156,20,5
39,male,9721,2752,174,347,73,3
43,female,2014,1995,75,87,151,5
63,female,6216,1764,170,222,20,1
33,male,6535,1679,125,271,20,2
83,male,3024,2178,66,379,39,4
79,female,1036,1886,64,282,57,5
27,male,1046,2619,111,390,68,4
43,female,5022,2433,110,492,20,2
24,female,1035,2260,220,155,53,2
66,male,6514,1756,177,177,39,3
82,male,1823,2421,182,414,20,4
65,female,1028,1660,70,80,119,1
20,female,2014,2189,68,438,20,7
50,male,6514,2256,98,437,20,1
38,male,4816,2257,79,269,95,3
71,female,2014,2495,129,366,60,3
41,male,6216,2351,101,288,91,1
44,female,5612,2145,95,372,28,7
82,male,4825,2269,220,213,41,1
82,female,5616,1647,214,201,20,4
56,female,5622,2532,102,404,58,4
30,male,3548,1845,209,185,28,1
19,male,5033,2447,144,216,111,3
22,male,5022,2558,190,427,20,5
79,female,1023,2235,103,440,20,4
27,male,9711,2458,218,169,103,1
18,female,5022,2103,108,327,36,3
57,male,3026,2003,99,324,32,8
55,female,9731,1853,220,116,44,3
43,male,6224,1838,169,169,56,2
19,female,5014,2233,120,337,45,4
26,male,8921,2734,220,227,100,4
86,male,4816,1974,40,373,40,3
48,female,1033,1797,30,342,41,4
87,male,1046,1548,45,186,63,4
67,female,4816,2227,213,308,20,3
43,male,3515,2126,67,404,27,3
29,female,5022,2257,171,335,25,4
85,female,4817,1986,30,407,38,3
31,female,5622,2426,80,262,112,4
61,female,6514,1682,115,254,25,1
21,female,5045,2436,220,167,93,4
55,female,2517,2223,206,337,20,3
20,male,6514,2320,103,282,87,1
75,female,8927,2335,160,392,20,5
53,male,4825,2288,170,349,26,2
55,male,1028,2319,153,136,132,2
70,female,5632,1677,40,290,44,2
55,female,3531,2106,39,428,30,6
74,male,2545,2047,56,439,20,0
53,male,8912,2217,105,188,110,1
43,female,5632,2006,89,346,32,3
44,other,5646,2223,208,231,55,5
84,male,9712,1930,48,94,149,3
32,female,5025,1946,65,414,20,4
56,female,3511,2231,108,237,90,3
54,male,8921,2773,220,102,120,1
87,female,1031,1843,43,221,84,6
22,female,4817,2245,207,286,34,3
31,female,3035,2483,220,323,20,2
32,female,3514,2311,162,241,83,3
35,male,5022,2459,220,359,20,7
74,female,8912,1571,45,210,59,5
44,female,1823,1915,98,333,28,5
87,male,5632,2352,220,196,49,1
52,female,2545,2062,65,353,43,1
18,female,3024,2465,207,249,63,2
32,female,9712,2055,30,297,80,1
81,male,5012,1691,184,121,55,1
84,female,5616,2175,51,366,55,7
29,female,5644,1907,220,126,28,2
75,female,4816,1895,30,412,30,4
74,female,1046,1783,61,379,20,1
21,female,5022,2653,99,572,20,3
33,male,3516,2609,105,345,96,3
31,female,5612,2168,157,221,72,2
64,female,3023,2053,152,80,131,4
24,female,2517,2230,220,253,20,5
69,female,1825,1643,69,216,58,0
57,female,5014,2111,171,348,20,0
74,female,1825,1200,30,240,20,4
83,female,5634,1769,131,178,64,7
53,male,9728,2686,220,332,20,3
29,male,5033,2435,30,230,158,2
56,female,1825,2384,117,442,20,4
88,female,1031,1604,32,292,38,4
56,female,5622,2133,154,321,26,4
25,male,4825,2511,220,253,31,3
45,male,5634,1947,167,195,54,5
77,female,3534,1485,127,171,38,7
52,female,9728,2301,116,345,53,6
55,male,5045,2480,190,382,29,1
87,female,1036,1970,70,242,73,5
67,female,9728,1903,113,347,20,0
21,male,5025,1912,45,413,20,4
44,female,4817,1991,125,195,84,2
35,male,6535,1822,70,310,36,0
57,female,2517,2066,153,357,20,5
50,male,1031,2095,109,339,33,5
40,male,9712,2620,90,151,180,2
26,male,1825,2173,150,152,103,4
55,female,5632,1636,95,274,20,1
46,male,6211,2575,51,435,76,2
78,male,3534,2296,78,378,57,1
21,male,1035,2369,121,183,121,1
62,female,5022,2215,91,435,20,5
39,female,5621,1829,91,264,44,3
88,female,5045,2250,96,335,58,5
83,male,5612,2053,30,474,20,2
57,female,5616,1645,116,206,36,6
23,female,8927,2673,165,370,59,2
38,male,1023,2143,220,229,20,1
73,female,6216,1950,164,271,20,6
80,female,5621,1288,79,206,20,3
79,female,6535,1349,45,262,21,6
58,male,9711,2212,124,248,84,2
38,male,1031,2213,220,150,77,2
20,female,4816,2456,100,496,20,3
88,female,5621,1707,149,194,42,5
22,male,3511,2647,30,251,173,1
46,male,6221,2574,132,388,59,2
45,male,5621,1840,37,300,50,4
42,female,5622,1991,163,335,20,3
71,female,4817,2239,220,242,43,1
86,male,6216,1791,30,283,61,3
63,female,4817,2204,220,243,38,1
78,male,1823,1734,215,209,20,3
77,male,5646,2283,142,388,24,3
74,other,5012,1759,69,258,50,4
34,female,5033,1758,75,270,39,4
22,male,9712,2308,98,163,142,2
48,male,4817,2072,30,221,126,3
61,female,5014,2030,139,291,32,4
60,female,3542,1701,30,379,20,4
58,female,5045,1774,117,253,40,3
62,female,3542,1635,30,376,20,4
53,female,1813,1919,138,162,78,7
75,male,9711,1726,118,105,93,2
56,female,6211,1795,72,120,116,3
61,male,3041,2107,52,383,36,6
63,female,9728,1878,136,212,53,5
23,male,5622,2582,143,402,38,4
35,female,9721,2537,82,478,33,3
25,male,6216,2571,220,185,66,0
49,male,6514,2178,99,381,25,1
33,male,5616,2127,80,231,89,1
18,female,9711,2436,30,98,180,1
35,female,5025,1392,79,257,20,4
55,female,1028,1912,108,228,74,0
46,female,1825,1549,113,205,20,3
25,female,8912,2097,96,310,45,2
39,male,5632,2928,86,365,123,1
77,other,5644,1565,149,151,36,4
49,male,6221,2748,219,216,109,5
80,female,9728,1634,30,376,20,0
66,male,2545,2426,51,431,54,1
41,male,6514,2046,61,404,23,1
57,female,6535,2020,86,265,69,3
81,male,3515,1529,36,292,27,5
40,female,5022,2237,122,385,26,4
29,female,5622,2537,30,432,79,5
78,female,1031,2189,200,197,64,4
41,male,5646,2400,220,286,29,3
61,male,5014,2279,149,419,20,3
56,male,1028,1643,77,268,26,4
39,male,6221,2148,96,279,72,4
28,male,5634,2398,213,343,24,3
38,female,6221,2049,105,408,20,2
84,female,4822,1349,62,126,69,2
68,female,3516,1514,147,192,20,3
77,other,3531,2471,79,467,30,5
35,male,6211,2156,186,277,37,3
35,male,1033,2036,108,257,66,2
62,female,4817,1908,98,212,76,6
27,female,9711,2407,30,388,89,3
69,male,3041,2268,188,299,36,4
34,male,5644,2103,72,284,79,4
69,male,4811,2206,85,395,33,3
36,male,6221,2417,110,409,42,8
48,other,5025,1833,93,369,20,1
49,male,3035,2369,220,329,23,0
27,male,5616,2742,210,396,44,3
49,male,4811,2004,177,218,52,4
82,female,5644,2223,104,310,56,4
61,male,2545,2242,144,230,78,2
41,female,6211,2097,120,311,44,4
79,female,5014,2150,119,416,20,8
62,male,9735,2125,64,204,111,2
56,male,6535,1785,30,402,20,4
19,male,3023,2565,102,233,133,3
44,male,5632,2415,44,480,37,3
65,female,8921,1956,51,372,28,1
29,female,3542,2043,155,204,67,2
85,female,6216,1597,76,294,23,3
36,female,6535,1622,146,178,36,1
77,male,5621,1777,83,246,52,5
21,male,1813,2272,131,326,48,5
74,other,5616,2382,94,285,93,3
71,female,1031,1859,78,146,110,4
44,male,5012,2108,220,145,57,1
18,male,5634,1938,99,325,29,3
80,female,8912,1734,59,190,75,7
79,male,5621,1537,30,243,59,2
55,female,9735,1944,61,104,146,2
55,male,9721,2512,63,243,142,5
29,female,8921,2889,30,486,94,3
72,male,5612,2415,113,410,39,5
84,male,3534,2055,142,201,80,4
62,female,1031,2300,30,374,93,2
41,female,3026,1694,220,138,20,1
72,male,6221,2386,47,267,123,6
35,female,6221,2308,135,322,49,6
88,female,2517,1650,74,116,95,7
44,male,5612,2771,64,575,20,3
67,male,3024,2296,91,391,47,2
55,male,1036,2522,220,228,66,4
62,male,3511,2169,215,210,58,3
84,female,6224,1402,30,265,28,6
62,female,4825,1812,159,290,20,1
21,female,3023,2398,176,272,70,1
85,male,1825,2446,220,209,21,2
70,male,3026,1917,47,309,57,9
59,male,3023,2282,38,462,32,0
49,male,3516,1858,44,300,58,0
22,male,4817,2769,220,139,63,2
84,male,6221,2118,130,259,63,2
28,female,1028,2190,80,346,62,4
68,male,5022,2290,160,393,20,3
59,male,5632,2159,220,150,76,2
35,male,3516,2352,47,143,180,1
43,female,5644,1914,58,295,62,1
76,female,1825,1889,101,186,78,2
81,female,5632,2249,220,166,41,4
32,female,2014,2108,154,289,33,1
28,male,1046,2530,40,358,100,1
73,male,5612,2184,76,315,70,9
68,female,5621,1612,77,147,77,3
70,male,3548,2187,192,124,99,6
47,female,2517,2538,150,481,20,10
74,female,3511,2404,148,282,71,5
83,female,5632,2221,55,409,43,4
34,male,5025,1858,38,402,20,0
64,female,9711,1972,136,221,62,3
56,male,3534,2305,115,187,127,4
56,female,4825,2417,140,341,50,4
66,female,3531,2240,115,370,37,7
86,other,3511,2142,92,315,59,0
63,female,1031,1649,192,80,76,2
54,female,9711,2309,63,225,138,1
82,male,6224,1553,78,282,20,4
84,male,9731,1790,98,224,60,0
37,male,1823,2428,220,281,24,4
57,male,1033,2184,71,245,100,3
35,female,5616,2020,134,220,74,1
40,female,9721,2272,56,322,85,2
31,male,9731,2435,220,334,20,3
55,male,3531,2347,89,384,51,6
89,male,6514,1944,78,369,20,1
37,female,6211,2622,159,333,66,4
33,female,4816,2220,139,299,53,3
24,male,6224,1994,160,284,28,4
49,other,4822,1997,86,263,72,0
34,male,2517,2503,194,400,20,2
62,male,3023,2256,33,194,151,1
36,male,5634,2116,220,82,87,4
63,male,1035,2756,220,327,26,6
38,male,5632,2756,220,195,33,2
58,female,9728,2187,178,297,31,3
49,female,6535,1601,53,332,20,5
70,female,4822,1716,30,270,58,3
89,male,5644,2000,30,434,20,3
26,male,1813,2365,119,406,26,7
46,male,4811,2307,109,412,25,6
55,other,6514,2360,57,289,101,3
79,female,3511,1574,109,228,20,4
76,male,6224,1651,166,209,20,5
36,male,8912,2211,30,322,99,2
87,female,4825,1531,46,266,39,5
26,male,1028,1934,89,188,92,3
76,male,6224,1668,30,359,20,4
54,other,9712,1951,186,204,42,3
46,female,3511,2015,94,135,125,4
64,male,3041,2020,110,190,84,4
72,female,5632,1773,214,189,20,5
63,male,6535,2007,33,425,20,3
74,female,5014,2350,30,560,20,3
59,male,1028,1789,30,232,90,4
64,male,4816,2288,137,332,44,4
20,male,2545,2552,67,380,81,4
52,female,5033,2023,87,321,37,2
72,female,9721,2050,131,200,82,3
58,male,5622,2602,125,502,20,10
74,male,1023,2165,82,457,20,4
46,male,3548,2261,139,408,20,4
19,male,3026,2461,182,424,20,4
68,female,1035,2207,102,409,20,7
72,female,3548,2181,143,361,20,2
70,female,1035,2029,140,251,49,1
23,male,9731,2141,220,190,52,1
61,female,1023,2158,193,333,20,4
59,female,5632,1920,54,297,65,6
41,male,5634,2153,220,157,51,1
46,male,2014,2171,71,201,124,3
39,female,4825,2315,135,362,38,4
19,female,3035,2380,153,250,88,3
46,female,4822,1820,182,142,56,1
35,male,3534,2437,30,559,20,1
29,male,3514,2577,220,277,30,1
70,male,6514,2115,136,273,57,3
63,female,1036,2420,120,289,84,5
68,female,5616,1914,77,229,70,3
73,female,6221,1969,85,329,31,3
85,male,1036,2385,118,414,34,5
26,female,3024,2412,139,237,94,4
20,male,5634,1998,107,353,20,1
32,male,9731,1862,45,389,20,3
61,female,1036,2130,124,281,57,5
88,female,4816,1733,145,95,86,5
83,male,5045,2350,220,279,28,5
56,female,4811,2669,220,235,62,1
88,male,4825,2524,30,585,20,5
32,female,3516,2338,82,198,138,2
47,female,5014,2337,151,376,33,8
62,male,6514,1534,99,199,30,3
57,male,3534,2270,197,264,51,6
87,male,3041,1543,59,112,99,2
51,male,1823,2372,147,418,20,3
56,male,8921,2417,220,263,38,0
42,male,9728,2227,161,239,75,5
88,male,3515,2051,104,301,44,4
69,male,9728,2336,76,336,80,4
35,male,8927,2553,46,396,90,2
32,female,5014,2119,220,220,20,4
42,female,5033,1943,90,287,45,6
83,other,3511,2046,204,148,72,4
33,male,5033,2132,139,240,65,2
70,male,1823,1817,65,392,20,4
39,female,5622,2514,220,381,20,3
65,male,9712,2557,162,203,123,1
70,female,6211,1784,174,203,33,6
82,male,4811,2068,147,196,79,1
41,male,1046,2070,119,220,81,4
47,male,5622,2555,220,356,21,2
35,female,5045,2510,217,279,61,7
60,male,5014,2084,212,247,26,8
61,male,4816,2617,206,178,117,2
74,female,2517,2001,116,358,20,4
28,female,6221,2271,77,395,47,4
41,female,8927,2523,79,375,76,8
53,female,9735,2221,30,195,145,2
85,female,2517,1416,69,248,20,8
88,male,6221,2592,197,361,34,5
22,male,1035,2457,114,485,20,3
71,female,3534,1883,70,229,81,2
74,male,5622,2058,166,332,20,2
80,female,1033,2303,220,243,37,1
84,female,1036,1890,62,386,20,1
42,female,3542,1769,30,310,40,1
64,female,3035,2410,54,345,92,7
20,other,3534,2083,30,413,44,4
47,male,4822,1847,144,183,53,2
39,female,5045,2232,178,321,34,2
76,female,3515,1710,115,303,20,7
52,male,5025,2164,144,313,39,9
55,female,8927,2488,85,215,145,7
76,female,6216,1469,87,190,39,5
56,female,1023,2371,67,375,70,6
86,female,1035,2024,81,279,72,6
45,male,1825,1999,141,225,56,4
30,male,4811,2347,220,207,24,4
33,female,1825,1746,40,341,20,2
54,female,8912,2465,39,264,136,5
32,other,6514,2147,118,355,27,2
25,male,3035,2687,168,224,131,1
89,male,1028,1654,39,115,116,6
33,male,6224,2273,74,468,20,2
30,female,5022,2197,144,357,23,6
30,male,6535,2115,195,202,72,5
34,female,5632,2053,152,304,25,1
33,female,1046,1806,59,337,22,1
84,female,5612,2229,64,372,53,5
74,male,2545,2340,220,205,54,4
88,male,4817,1787,137,241,32,2
74,female,9712,1850,105,273,34,3
88,female,5014,1806,125,298,20,7
58,female,5632,1423,178,80,54,3
54,male,3542,1908,30,383,43,0
36,male,2517,2391,107,435,25,2
78,female,5646,2310,34,507,20,8
30,female,8921,2351,147,141,136,6
86,male,1033,1866,150,247,31,6
42,female,3041,1755,181,124,56,4
19,female,9721,2269,67,298,94,3
33,female,6221,2309,96,426,22,1
55,male,8912,2170,220,275,20,5
55,male,2517,2474,220,262,20,4
45,other,8912,2068,189,220,49,5
20,female,4811,2542,148,380,50,1
80,other,9735,1951,162,128,80,3
63,male,2545,2090,108,163,109,3
18,male,4817,2601,220,221,28,4
87,male,1031,2096,129,322,33,5
69,male,3026,1736,113,297,20,10
77,male,6224,2029,220,118,41,4
33,male,5025,2304,58,514,20,4
42,male,5616,2402,154,296,65,4
73,female,3035,2789,30,600,31,3
19,male,4816,2366,165,281,59,2
79,other,1023,2261,32,477,24,6
88,male,1023,2298,30,480,29,9
39,male,3542,2495,123,272,110,3
53,female,5644,1526,99,186,41,3
88,male,9721,2551,202,216,96,3
50,male,5033,2790,64,341,131,5
26,female,3041,1798,64,286,43,6
27,female,9711,2082,30,430,26,1
23,male,2545,2527,110,414,49,2
40,male,5014,2455,185,387,20,3
69,female,5012,2099,92,348,35,7
41,male,3515,2284,125,431,20,2
34,male,4822,1864,85,229,66,3
86,female,3514,1989,146,288,30,6
62,female,5025,1785,167,282,20,4
31,female,9711,2553,206,330,48,5
56,female,5616,2165,96,318,51,2
82,male,3024,1803,65,307,33,0
69,male,4811,2074,31,445,20,6
18,male,1813,2646,34,503,54,3
64,female,5025,1536,61,244,33,4
81,female,3041,2015,30,419,20,4
22,female,3041,2250,55,327,80,4
41,female,3511,2435,117,268,106,1
71,female,1813,1963,140,209,60,6
88,male,5646,1696,138,249,20,3
59,male,3542,1976,76,345,25,1
18,female,1046,2191,215,213,61,7
76,male,1023,2462,154,375,37,7
69,male,3023,2140,61,315,70,1
43,male,3511,2586,30,501,58,3
51,female,3041,2367,78,403,45,5
43,female,3511,2001,30,366,51,4
40,female,1823,2012,182,272,20,4
37,male,2517,2168,93,438,20,6
49,female,5033,1807,35,178,110,2
26,male,4822,1802,195,92,76,2
35,male,5033,1935,88,146,113,2
39,other,1033,2204,30,452,39,3
70,male,5045,2205,214,270,31,3
42,male,5012,2346,30,306,106,3
59,female,3514,2047,44,317,74,1
78,female,2545,2148,125,278,60,3
34,male,9731,2074,116,357,20,0
40,male,1046,2231,40,415,47,3
68,male,5621,2463,142,279,92,1
61,female,3514,2178,216,257,29,5
46,other,8912,2117,177,281,30,3
27,male,5014,2152,89,323,53,4
40,female,5644,1471,82,196,43,1
75,male,4816,2396,92,466,21,4
72,female,1028,1508,72,163,70,4
75,female,1028,2124,47,453,20,4
79,female,3024,1467,135,179,28,4
57,female,4822,1379,76,211,31,3
18,female,2545,1949,35,360,41,3
27,female,1031,1728,65,256,46,6
85,male,5014,2064,120,361,20,8
55,male,5033,2384,220,304,30,6
53,female,8921,1956,42,344,44,4
82,female,1046,1720,62,351,20,4
84,male,3023,2108,94,275,76,4
39,male,5022,2229,137,398,20,1
59,female,9711,2424,101,239,110,4
80,male,4817,2226,95,251,94,9
50,female,1023,1979,114,306,28,7
72,male,9721,1976,67,298,56,6
37,male,3515,2519,186,359,31,3
40,female,3515,2157,220,154,31,4
73,male,6224,1634,30,328,22,2
79,male,3548,2080,33,218,122,5
44,female,3035,2563,81,490,31,4
79,female,6216,2024,48,345,55,4
57,male,2545,2257,59,316,86,3
52,female,5012,1855,97,343,20,0
30,male,6224,1931,35,327,59,1
50,female,1031,2064,90,378,22,4
61,male,3515,2544,171,431,20,3
60,female,1813,1752,118,231,46,4
50,female,1813,2157,65,348,58,5
35,female,3514,2593,151,440,28,0
81,female,4825,2068,220,202,20,5
76,male,3515,1823,66,216,78,5
62,female,3542,2005,105,260,62,5
44,other,5621,2636,212,301,64,2
75,female,5621,1695,36,335,27,5
64,male,4811,2409,220,86,93,2
81,male,3035,2271,165,283,52,5
19,male,9731,1916,49,373,28,3
25,female,2545,2297,73,303,89,1
48,female,1823,1932,93,312,39,5
56,female,3542,2484,48,375,91,2
37,male,9735,2341,220,159,83,4
40,male,8912,2182,69,392,40,5
75,male,3024,2397,220,274,20,4
37,female,5022,2131,82,443,20,2
64,male,3534,2315,130,299,71,4
53,female,3026,2104,30,326,84,2
89,female,1036,2306,105,310,70,3
35,female,1023,2263,112,449,20,9
63,female,3024,2554,32,572,20,3
76,female,5621,2116,34,319,81,5
60,male,1046,2234,149,394,20,2
62,female,1823,1624,164,241,20,6
89,male,3515,2061,177,288,24,1
79,male,5622,2806,35,407,113,6
21,male,5634,1862,175,206,39,0
58,male,6535,1745,115,266,31,4
38,male,9735,1792,179,127,62,1
85,female,1028,1800,94,237,50,7
89,male,4811,2702,207,247,97,7
63,male,3041,2068,220,212,29,6
47,female,1036,2318,191,254,62,5
56,male,5612,2175,45,263,108,2
63,female,8921,2015,78,117,143,3
71,female,5022,1632,127,266,20,5
36,male,5025,2335,70,398,51,3
77,male,2517,2381,147,393,25,3
68,male,4816,2410,163,335,45,4
32,female,6224,2048,30,267,106,3
41,female,1825,1629,76,145,82,3
58,female,6216,1790,141,236,29,4
42,male,5646,2334,47,523,20,4
38,female,4816,2369,168,382,20,3
82,male,3516,2123,158,344,20,2
34,female,3026,1803,80,270,42,6
65,male,5022,1814,83,257,52,2
71,other,9712,2235,30,320,93,0
29,male,5025,2110,160,311,30,3
43,other,4822,2003,30,192,131,2
30,female,5634,1911,164,144,84,1
18,male,5045,2703,220,324,48,2
22,female,1823,2191,121,382,20,8
82,male,5634,1992,30,423,26,1
35,male,8921,2211,30,286,111,4
42,female,5014,2208,42,368,60,1
56,female,3534,2011,140,273,32,9
56,male,9731,1783,58,160,103,4
18,female,1023,2038,158,343,20,3
59,female,2014,2129,194,210,56,2
60,male,4822,2657,90,296,128,3
29,other,6224,2179,31,406,49,3
50,female,1046,1736,41,244,72,3
56,female,3548,1733,37,350,22,7
50,male,3542,1949,143,236,44,2
47,male,9728,1852,76,344,21,1
37,female,5022,2071,162,324,20,3
26,male,5014,2571,191,395,22,2
41,male,1031,2401,60,374,75,3
42,male,2014,2344,147,395,22,2
34,female,1825,2155,112,331,47,6
70,female,4822,1587,30,236,64,1
52,male,5634,2002,79,262,66,4
42,male,6211,2060,125,227,74,1
62,female,6211,1890,39,390,20,6
83,female,3023,2096,168,163,83,3
27,female,3023,2084,220,80,68,3
68,male,2517,2042,220,195,20,7
71,male,9711,1758,220,86,48,3
85,male,3542,1605,120,230,32,9
40,female,5012,1770,69,262,49,1
32,male,3041,2129,125,321,35,4
86,male,5022,2362,183,348,22,6
45,male,3023,2306,162,233,84,2
84,female,4811,1936,52,182,107,0
27,male,6224,1785,117,211,54,4
87,male,3514,2436,35,541,20,6
61,female,4822,1823,51,323,39,6
78,female,9721,1860,30,303,61,2
84,female,8912,1763,195,124,52,3
30,female,3515,2106,109,342,40,1
54,male,6224,2188,62,392,43,4
21,male,9711,2337,123,300,68,1
43,female,3041,2095,81,242,85,5
74,female,5014,1971,150,337,20,4
78,female,1035,2196,160,247,62,1
51,male,3023,1891,80,308,37,2
25,male,3023,2719,110,109,180,1
39,male,1823,2076,129,390,20,5
30,female,3511,1948,210,214,31,0
51,female,1823,1621,53,321,20,5
70,female,1023,1770,84,323,20,5
64,female,1046,1802,56,348,20,1
26,female,5622,1616,130,200,41,3
52,female,3531,1807,113,220,44,3
58,female,2545,2152,166,205,69,1
51,female,5022,2281,31,542,20,3
54,female,1823,1598,100,299,20,3
84,female,8912,1865,36,287,69,3
56,female,1035,1992,37,272,83,5
48,male,6211,2174,99,365,34,4
38,female,9721,2216,97,351,52,2
66,female,3516,1859,220,134,20,1
54,female,3516,2160,108,297,66,2
64,female,1825,1958,34,383,34,2
34,female,5012,2285,166,354,23,4
44,female,5621,1805,30,363,29,0
84,male,3542,2498,117,177,144,1
32,female,5622,2242,107,439,20,6
49,female,6514,1474,35,250,37,2
61,female,3516,2112,33,291,91,4
