age,gender,zip_code,daily_kcal,protein_g,carbs_g,fat_g,fruit_portions
19.0,male,1810.0,2260,220,187,25,2
54.0,female,3549.0,2384,164,433,24,3
85.0,female,5616.0,2006,205,222,23,4
57.0,male,3042.0,2149,148,395,20,5
56.0,male,3535.0,2296,130,216,95,5
27.0,male,5025.0,2110,215,309,20,3
82.0,male,5646.0,2381,142,369,21,4
69.0,female,3511.0,2090,30,265,89,6
60.0,male,5645.0,2257,59,427,20,5
50.0,other,6221.0,2538,110,364,115,6
21.0,female,2011.0,1852,87,346,20,4
82.0,female,1828.0,1543,61,257,20,3
54.0,male,4818.0,2319,143,323,33,6
89.0,other,1029.0,1718,30,172,109,6
41.0,male,1031.0,2261,77,286,68,5
32.0,female,1033.0,1532,30,157,77,2
65.0,male,4812.0,2206,36,380,53,6
80.0,female,5622.0,1426,79,143,72,4
72.0,female,1035.0,2203,144,282,48,3
87.0,male,3514.0,2415,30,331,116,4
60.0,other,6212.0,2215,182,261,68,2
40.0,male,1034.0,2593,90,293,79,2
26.0,male,2519.0,2394,216,279,20,4
25.0,male,1037.0,2374,55,289,112,2
33.0,female,9712.0,2355,58,143,173,0
37.0,female,5032.0,1758,35,195,91,5
44.0,male,6220.0,2737,220,332,20,1
78.0,male,6210.0,1986,61,347,24,0
34.0,female,6222.0,1856,37,188,106,2
83.0,female,4809.0,1661,143,222,47,1
81.0,male,6510.0,1537,188,192,20,4
44.0,male,2012.0,1951,41,309,74,2
47.0,male,1036.0,2448,48,143,180,3
57.0,female,9729.0,1623,74,220,33,4
84.0,female,5617.0,1801,44,229,62,5
58.0,male,5035.0,2195,181,165,40,1
29.0,male,5644.0,1915,35,156,131,1
48.0,male,3027.0,2164,68,392,27,7
55.0,male,3041.0,1829,93,255,41,1
81.0,female,9712.0,1890,186,223,31,1
89.0,female,5633.0,1808,168,147,34,2
81.0,male,4810.0,2296,61,402,23,2
50.0,male,6215.0,2348,30,382,56,3
31.0,male,3542.0,2609,35,407,76,2
55.0,female,3516.0,1635,80,245,59,2
27.0,female,1824.0,1926,141,333,20,8
88.0,male,4828.0,2230,105,395,36,1
56.0,male,8919.0,2602,30,243,173,1
47.0,male,3509.0,2095,30,371,68,5
44.0,male,1813.0,2217,146,363,20,5
32.0,female,5618.0,2428,80,310,63,5
84.0,male,4818.0,1940,50,358,47,2
63.0,female,3517.0,1822,93,209,63,3
33.0,female,3529.0,2627,159,517,27,4
43.0,female,5625.0,2208,137,398,20,3
64.0,female,5022.0,2158,220,229,20,6
35.0,male,8914.0,2153,81,348,34,4
65.0,female,1813.0,1658,118,204,60,5
36.0,female,5614.0,2627,210,438,20,0
57.0,female,5014.0,2186,36,368,58,6
40.0,male,2517.0,2292,205,337,20,4
62.0,female,5025.0,1417,43,303,20,9
51.0,female,1031.0,1747,108,253,25,3
62.0,female,1823.0,1685,215,209,20,3
78.0,male,8921.0,2242,52,265,111,2
78.0,female,5021.0,1777,128,184,31,4
45.0,female,5025.0,1915,30,416,20,2
35.0,male,8921.0,2398,110,237,151,4
58.0,male,3026.0,1998,220,236,20,2
20.0,male,3034.0,2458,132,500,30,4
49.0,female,6221.0,2538,58,444,43,4
22.0,female,3513.0,2016,30,406,20,0
80.0,male,1032.0,1960,45,303,71,3
67.0,male,5024.0,1704,30,376,36,4
55.0,male,5045.0,2779,201,391,20,3
61.0,male,4817.0,2472,220,388,20,4
45.0,male,3027.0,2597,90,420,31,3
35.0,male,6514.0,2208,60,371,58,3
68.0,male,2516.0,2406,147,375,26,10
45.0,male,8922.0,2211,30,399,45,2
43.0,female,6513.0,1818,220,177,39,4
85.0,male,3510.0,2218,51,329,82,3
25.0,female,6222.0,2308,83,184,121,1
41.0,male,5617.0,2270,154,362,20,1
70.0,female,9729.0,2187,114,358,24,7
80.0,female,3515.0,1839,56,223,67,6
83.0,female,8909.0,1681,59,228,69,6
58.0,female,3040.0,1597,220,156,20,0
40.0,female,3513.0,1629,73,237,52,4
84.0,female,5046.0,2368,184,253,91,4
69.0,female,2517.0,1935,110,326,20,8
88.0,female,5022.0,2036,30,392,20,6
25.0,female,6515.0,1943,58,359,20,2
79.0,male,9711.0,2242,220,159,55,3
85.0,female,5045.0,1504,145,179,32,6
75.0,female,8927.0,2592,163,365,72,5
49.0,male,5616.0,2402,67,202,138,2
63.0,male,5632.0,2160,148,215,79,1
81.0,male,1026.0,2407,102,397,50,7
73.0,male,9711.0,1758,96,214,70,3
62.0,male,3021.0,1814,70,366,26,4
18.0,male,8911.0,2375,106,437,25,2
78.0,female,4819.0,1949,30,434,20,4
25.0,male,8919.0,2191,67,379,53,0
52.0,male,2545.0,2669,219,277,38,2
84.0,female,3517.0,1402,79,237,31,3
48.0,female,3547.0,2050,220,198,37,3
31.0,female,8909.0,2040,95,306,72,5
74.0,female,3036.0,1969,30,414,23,2
47.0,male,6534.0,2021,68,349,53,5
50.0,female,5025.0,1364,57,303,20,4
92.0,male,1026.0,2000,181,150,20,4
45.0,female,3026.0,1632,65,299,33,1
19.0,female,5026.0,2212,97,438,20,4
71.0,male,1813.0,2094,116,315,20,4
37.0,female,6210.0,2622,159,334,66,4
73.0,male,2543.0,2415,104,163,140,3
36.0,male,2013.0,1922,53,309,54,8
62.0,female,1042.0,1783,137,218,28,1
36.0,male,9731.0,2236,40,331,78,0
46.0,female,5646.0,1914,43,261,78,0
18.0,female,3030.0,1701,51,244,69,6
56.0,female,5623.0,2532,84,390,20,1
71.0,female,4818.0,2239,129,408,34,4
42.0,male,9713.0,2259,100,303,64,3
35.0,female,5630.0,1866,54,317,22,8
75.0,female,9735.0,1971,103,273,51,1
73.0,male,5625.0,2482,220,270,20,7
67.0,male,5621.0,1984,32,268,90,6
75.0,female,3533.0,1931,30,318,59,7
91.0,male,1829.0,2215,220,279,42,2
29.0,male,1027.0,1934,30,383,61,2
67.0,female,5636.0,1991,85,342,29,2
21.0,male,5634.0,1862,109,275,46,2
74.0,male,5623.0,1736,65,237,66,4
23.0,male,4819.0,2366,82,361,20,2
69.0,female,1825.0,1643,74,171,69,4
60.0,other,3510.0,2352,68,379,39,1
35.0,male,1826.0,2076,163,334,20,3
46.0,male,4825.0,2002,125,275,51,0
28.0,male,1825.0,2049,76,216,71,0
52.0,male,3040.0,2454,213,379,23,1
41.0,male,1033.0,2400,220,213,37,3
61.0,male,5035.0,2557,68,345,106,2
70.0,female,6217.0,1867,35,283,50,4
83.0,male,5027.0,2330,100,369,23,3
57.0,female,3542.0,1764,168,236,20,2
36.0,male,5634.0,2369,220,145,62,2
26.0,female,5614.0,2245,161,282,73,3
17.0,male,5622.0,1905,152,215,34,5
38.0,female,3515.0,2094,220,222,20,2
21.0,female,1825.0,1840,196,193,27,2
79.0,female,2014.0,1734,184,226,20,4
81.0,male,6534.0,1691,189,131,53,9
58.0,female,9726.0,1878,113,257,49,2
77.0,male,1035.0,2413,35,380,58,5
53.0,female,1814.0,1619,122,266,32,5
63.0,male,6513.0,1639,48,315,42,7
29.0,male,6536.0,2009,44,345,76,3
49.0,female,4819.0,1763,65,196,70,2
72.0,male,5045.0,2074,118,283,45,7
20.0,female,8923.0,2396,79,304,78,4
36.0,male,1036.0,1935,37,308,51,4
39.0,male,5035.0,2431,32,264,129,3
55.0,male,9719.0,2174,90,205,123,2
53.0,male,9732.0,2066,118,333,22,7
55.0,male,3517.0,2163,181,337,20,3
53.0,male,1820.0,1624,69,150,69,2
59.0,female,8925.0,2420,58,80,172,3
59.0,female,4815.0,2227,213,264,61,5
84.0,female,5043.0,2250,63,372,45,5
71.0,female,5022.0,2061,189,278,20,6
85.0,female,4824.0,2068,220,159,20,4
64.0,female,1816.0,1658,116,266,48,8
43.0,female,1814.0,2005,41,412,47,3
92.0,female,3024.0,1603,38,296,36,7
36.0,female,3542.0,1769,105,230,36,3
21.0,female,3514.0,2055,55,242,114,6
86.0,male,3025.0,1892,60,214,98,9
48.0,female,6222.0,2114,107,282,72,5
74.0,other,1033.0,1818,30,372,20,7
86.0,female,1035.0,2196,171,282,31,3
64.0,male,1826.0,1952,30,401,21,5
79.0,female,6216.0,1756,168,209,20,1
63.0,female,1030.0,1536,149,97,59,4
59.0,female,3515.0,2178,51,341,58,1
48.0,male,5621.0,2487,192,451,22,2
78.0,female,4817.0,2072,30,420,38,6
59.0,female,4815.0,1954,62,355,20,4
84.0,female,6216.0,1756,131,231,37,1
77.0,female,8931.0,2275,220,253,25,2
71.0,female,4822.0,1716,50,217,83,2
85.0,female,2517.0,1865,40,410,20,4
53.0,male,5046.0,2618,199,400,29,3
22.0,female,2516.0,2230,142,427,20,2
27.0,female,9714.0,2706,78,454,81,3
64.0,female,9735.0,1752,149,127,45,3
27.0,male,2521.0,2347,109,262,95,1
25.0,male,9711.0,2199,160,238,78,1
89.0,male,1034.0,2226,78,282,91,4
90.0,male,9736.0,2357,177,257,34,3
31.0,female,9711.0,2285,30,386,53,2
28.0,female,5642.0,1946,210,228,53,1
65.0,female,1824.0,1787,118,332,20,3
26.0,female,1029.0,2026,88,216,128,3
33.0,male,9736.0,2223,160,344,20,1
33.0,male,4823.0,2384,199,212,61,1
37.0,female,9721.0,2223,35,357,61,6
37.0,male,1811.0,2161,31,476,23,7
34.0,male,6218.0,2129,175,355,20,2
60.0,male,5014.0,2218,42,449,20,4
74.0,female,8909.0,1971,34,253,99,5
18.0,other,5621.0,2100,55,342,49,2
25.0,male,3033.0,2523,213,323,20,3
73.0,female,8912.0,2049,192,305,20,2
21.0,female,4818.0,2456,220,348,20,2
50.0,female,3511.0,1755,30,236,56,4
17.0,female,2545.0,2083,89,265,78,2
49.0,female,6218.0,2538,169,447,34,7
85.0,female,5644.0,1288,30,154,80,1
91.0,male,5019.0,2313,183,389,20,2
72.0,male,5619.0,2396,220,356,23,5
61.0,female,5632.0,1645,178,144,81,2
63.0,male,5622.0,2110,65,247,113,7
32.0,male,8910.0,2077,164,334,26,2
48.0,male,6223.0,2574,45,496,28,3
40.0,male,4825.0,2060,186,265,35,1
60.0,female,5632.0,1823,30,342,41,3
43.0,male,6223.0,2121,132,313,20,2
22.0,male,6516.0,2468,103,484,20,2
46.0,female,3516.0,2052,104,301,20,4
31.0,female,5624.0,2643,220,371,38,4
30.0,male,1830.0,2121,95,408,20,6
83.0,male,1044.0,2380,172,281,49,3
35.0,male,4822.0,1785,144,224,20,1
35.0,other,4822.0,2324,195,342,26,1
75.0,female,5014.0,1992,155,257,47,10
39.0,male,3512.0,1852,162,276,28,1
88.0,male,5014.0,1696,44,296,25,3
44.0,female,6213.0,2065,45,297,84,4
50.0,female,5632.0,2085,104,301,49,3
84.0,female,5047.0,2368,184,360,20,4
78.0,male,4811.0,2068,137,172,60,2
45.0,male,2014.0,1883,184,232,23,1
20.0,male,5621.0,2208,61,408,23,3
67.0,male,3534.0,2296,35,382,93,3
67.0,female,6229.0,1811,139,144,52,3
67.0,male,9735.0,2514,105,309,93,2
55.0,male,3531.0,2305,197,235,63,2
84.0,female,6211.0,1989,130,210,61,6
19.0,male,4817.0,2601,220,212,63,4
56.0,male,5611.0,2417,53,263,167,4
36.0,male,4825.0,2353,48,327,63,3
35.0,female,5046.0,2232,220,253,32,7
37.0,female,5034.0,2527,105,454,56,3
23.0,female,4811.0,2224,148,282,35,1
89.0,female,1029.0,1717,77,246,70,6
75.0,female,9721.0,1551,51,178,53,1
86.0,female,3025.0,1349,30,208,32,1
73.0,male,4814.0,2118,107,412,20,5
32.0,female,1825.0,1629,75,196,20,7
85.0,female,3512.0,1801,62,224,36,1
82.0,male,9713.0,2064,201,273,31,6
31.0,male,6216.0,1844,175,280,36,2
27.0,male,6211.0,2840,46,416,76,8
71.0,male,5634.0,1802,30,330,44,7
40.0,male,3040.0,1999,122,253,82,1
14.0,female,1030.0,1664,88,225,36,4
43.0,female,9736.0,1919,91,123,127,3
73.0,female,6216.0,1682,68,264,85,2
22.0,male,8912.0,2236,120,289,49,1
29.0,male,6210.0,3045,50,435,76,3
41.0,male,5612.0,1979,157,185,84,1
39.0,male,3026.0,2493,80,410,54,3
73.0,female,3023.0,1977,61,260,86,3
50.0,female,6536.0,1227,75,266,20,7
26.0,female,5621.0,2310,186,245,103,4
51.0,female,2545.0,2122,105,195,81,4
18.0,male,5621.0,1905,137,215,28,2
68.0,female,5622.0,1612,61,228,28,3
28.0,female,4826.0,2520,85,330,98,2
75.0,female,5631.0,1680,69,310,20,2
74.0,female,6217.0,1867,220,246,20,5
83.0,female,5630.0,1880,58,245,100,7
81.0,male,5033.0,2353,220,304,39,5
45.0,female,4816.0,1710,129,237,28,3
54.0,female,1823.0,2384,164,282,75,6
46.0,female,1813.0,2107,87,160,137,2
37.0,female,4817.0,2181,30,452,20,5
50.0,male,5615.0,1939,127,295,22,9
25.0,female,1027.0,2112,174,346,20,2
20.0,male,3515.0,2517,99,442,34,5
37.0,female,1031.0,1785,33,376,76,2
42.0,female,3041.0,1809,129,199,51,5
51.0,male,1023.0,1999,92,422,21,4
33.0,female,3032.0,2563,220,299,20,2
42.0,male,5616.0,2216,67,430,20,7
21.0,female,3512.0,2436,139,539,24,1
22.0,female,5640.0,1965,30,423,20,1
31.0,male,6211.0,2156,96,223,106,2
40.0,female,3512.0,2208,125,182,99,3
52.0,male,5634.0,2188,220,247,36,7
20.0,male,9720.0,2405,148,141,162,0
62.0,female,6215.0,2005,39,345,20,4
29.0,male,5612.0,2911,165,474,20,5
52.0,female,3026.0,1526,148,242,25,6
82.0,male,2542.0,2415,172,200,92,5
23.0,female,9735.0,2401,124,182,142,0
24.0,male,1037.0,2112,135,312,33,5
87.0,male,4825.0,2229,88,398,20,0
85.0,female,3512.0,1557,103,262,20,5
38.0,female,9736.0,2452,88,143,152,3
51.0,male,8920.0,2078,32,296,58,4
70.0,female,5622.0,2029,155,335,23,1
28.0,male,9731.0,2435,62,412,29,1
38.0,female,9729.0,2308,115,198,145,0
76.0,male,5043.0,2002,114,348,40,7
90.0,female,1022.0,1604,153,161,76,6
63.0,female,4817.0,2053,84,269,77,1
19.0,female,5633.0,1956,30,253,89,0
57.0,female,5617.0,2163,96,285,60,0
24.0,male,5623.0,1974,82,304,36,5
85.0,female,5045.0,1872,89,302,30,7
25.0,male,3023.0,2432,97,365,63,0
63.0,male,6210.0,2482,69,437,91,3
42.0,male,1026.0,2318,138,397,22,4
84.0,male,8926.0,2756,199,375,58,6
31.0,male,9712.0,2330,75,168,162,1
23.0,male,5021.0,2112,30,371,54,2
18.0,female,5014.0,2586,155,439,20,5
39.0,male,8912.0,2182,69,284,89,2
31.0,female,9712.0,2119,73,225,104,3
86.0,male,5612.0,2125,30,443,28,5
85.0,female,4820.0,1444,30,376,56,3
23.0,male,3023.0,2470,48,230,176,0
80.0,female,9729.0,2172,60,327,84,3
40.0,female,3516.0,1872,141,159,80,1
26.0,male,5620.0,2553,154,398,20,5
80.0,female,4813.0,1877,58,282,57,10
40.0,male,5033.0,2418,47,322,86,1
35.0,male,3026.0,2374,71,460,20,4
83.0,female,9734.0,1865,57,259,78,1
72.0,male,6534.0,1721,125,204,23,1
24.0,male,1824.0,2060,30,413,32,2
70.0,female,1034.0,2024,101,255,69,9
42.0,male,5011.0,2677,60,430,40,4
32.0,male,6215.0,2049,96,359,35,2
52.0,other,4825.0,1995,87,117,116,5
38.0,male,5021.0,2924,208,363,27,3
24.0,male,3508.0,2297,81,277,72,0
82.0,female,9733.0,1809,220,151,65,4
86.0,female,3025.0,2036,220,214,71,9
25.0,male,4819.0,2232,139,322,60,2
35.0,male,3518.0,2463,144,382,25,3
50.0,female,6534.0,1642,53,302,34,6
31.0,male,8911.0,1925,196,192,27,5
47.0,male,3033.0,1964,174,255,23,2
42.0,female,3515.0,2180,36,386,20,1
70.0,male,3516.0,1736,118,267,40,2
56.0,female,6216.0,2309,169,324,29,6
49.0,male,4811.0,2790,220,282,51,1
77.0,female,9712.0,1720,52,96,114,3
28.0,female,1035.0,2330,139,183,115,2
54.0,male,5638.0,2202,30,476,20,2
23.0,male,8916.0,2298,75,225,151,0
82.0,male,5621.0,2028,41,252,67,3
51.0,male,9731.0,2315,136,282,67,5
61.0,male,5034.0,2424,68,352,89,5
50.0,female,1814.0,1985,146,162,55,5
59.0,female,1823.0,1998,157,274,20,7
74.0,male,3023.0,2462,220,274,20,4
45.0,female,4813.0,2669,48,568,20,4
56.0,female,5034.0,1925,49,261,85,2
32.0,female,3027.0,1637,99,274,20,3
54.0,male,6216.0,1624,30,351,25,2
51.0,male,3031.0,2348,220,342,20,0
19.0,male,8914.0,2646,181,353,20,5
83.0,male,5611.0,2340,183,364,24,4
57.0,male,3033.0,2228,90,282,90,4
22.0,male,5032.0,2646,80,454,37,1
68.0,female,8927.0,2314,220,253,21,2
80.0,female,8912.0,1618,30,180,82,6
82.0,male,8927.0,2271,210,310,20,3
73.0,male,3534.0,2043,135,201,90,2
73.0,female,5618.0,1680,215,230,27,4
29.0,female,5015.0,2407,215,424,20,2
73.0,female,6514.0,1508,132,216,21,2
69.0,male,9721.0,2356,35,422,20,3
66.0,female,1035.0,2029,220,159,49,1
49.0,female,6514.0,2071,30,412,20,7
77.0,female,6535.0,1349,70,231,38,6
76.0,male,1022.0,2268,210,270,35,3
43.0,female,3509.0,1804,75,219,36,1
76.0,female,5621.0,1929,49,253,95,2
26.0,female,3026.0,2218,44,435,20,4
22.0,female,1825.0,2266,136,233,94,4
70.0,male,1823.0,2086,63,308,74,5
85.0,female,5044.0,1872,47,341,21,7
70.0,female,1036.0,1515,57,229,49,6
36.0,female,9720.0,1770,131,199,20,0
42.0,male,5034.0,2593,30,372,119,5
83.0,male,5651.0,2125,220,237,20,2
60.0,male,9712.0,2390,98,143,144,3
57.0,male,3537.0,2410,220,232,41,7
52.0,male,5620.0,2159,122,223,91,2
21.0,male,1027.0,1903,89,190,105,3
48.0,male,5631.0,2588,220,139,34,0
78.0,female,9709.0,1916,54,187,116,1
43.0,male,5021.0,2292,188,333,39,8
85.0,male,5025.0,1868,47,392,20,1
78.0,female,9713.0,1948,48,302,57,6
49.0,female,6219.0,2309,58,352,82,6
58.0,male,1812.0,2264,100,223,94,4
61.0,female,4818.0,1954,30,434,38,3
64.0,female,3024.0,1888,30,428,24,2
34.0,female,5008.0,1629,98,256,72,1
65.0,female,2544.0,1886,111,257,72,3
33.0,female,1818.0,1761,118,284,32,3
43.0,female,4825.0,2260,30,480,43,1
82.0,male,5612.0,2047,143,159,68,6
33.0,female,8913.0,2055,117,271,59,4
45.0,female,9727.0,2301,115,318,44,6
72.0,female,8918.0,1851,78,176,146,3
59.0,female,3024.0,2057,134,244,41,2
79.0,male,5616.0,2271,92,334,58,3
87.0,female,3510.0,1801,50,161,109,5
84.0,male,3535.0,2068,131,180,92,4
52.0,female,8924.0,1956,30,129,125,1
12.0,male,1813.0,2630,38,412,66,4
89.0,female,9720.0,1650,30,310,38,4
74.0,male,1038.0,2097,200,228,41,4
77.0,female,5621.0,2009,81,264,75,3
58.0,male,9729.0,2053,30,333,93,4
18.0,male,4819.0,2683,220,391,20,4
38.0,male,8909.0,1922,110,271,64,4
84.0,female,3023.0,1970,30,283,62,5
37.0,male,1822.0,1994,195,192,59,4
69.0,female,3534.0,1677,109,219,38,6
72.0,male,3534.0,2071,58,333,69,0
38.0,female,9712.0,2399,160,216,95,2
77.0,female,3513.0,2310,220,263,43,5
40.0,female,5014.0,2232,98,426,20,6
83.0,female,5633.0,2172,88,361,53,3
54.0,male,6225.0,2188,90,368,43,7
75.0,female,3042.0,1683,44,343,20,4
52.0,male,1027.0,1858,72,298,23,2
65.0,female,1035.0,1925,111,180,76,5
36.0,female,3528.0,2627,219,428,20,1
48.0,male,5033.0,2151,108,352,44,1
39.0,male,1822.0,1915,146,293,20,8
29.0,male,8909.0,1925,196,192,20,5
87.0,male,5646.0,2108,88,374,29,10
64.0,female,6211.0,2011,70,315,97,9
27.0,female,5645.0,2269,61,477,38,5
39.0,male,5046.0,2668,220,406,20,4
82.0,male,1036.0,2247,121,323,59,4
58.0,female,5632.0,2299,64,464,93,1
65.0,female,5634.0,1840,96,321,23,5
78.0,other,3034.0,2471,30,491,45,5
52.0,female,3023.0,2000,97,260,45,1
35.0,female,3511.0,2285,58,236,92,2
43.0,male,5631.0,2148,62,263,116,3
53.0,female,5624.0,1853,137,223,64,2
87.0,male,3515.0,2243,97,460,20,8
27.0,female,9709.0,1770,83,178,93,3
74.0,female,2548.0,2600,52,243,162,1
80.0,male,1031.0,1910,47,155,149,0
75.0,female,3518.0,1881,30,430,20,4
