age,gender,zip_code,daily_kcal,protein_g,carbs_g,fat_g,fruit_portions
55.0,male,1034.0,2246,85,239,104,2
60.0,female,3516.0,1947,41,179,122,5
51.0,other,4822.0,2035,88,104,110,5
72.0,female,2546.0,2789,220,139,119,1
32.0,female,5620.0,2428,30,550,20,8
41.0,male,5646.0,2790,175,439,23,3
26.0,male,6211.0,2518,149,442,45,2
53.0,male,4817.0,2480,30,98,176,1
31.0,male,4825.0,2353,124,268,103,3
27.0,male,1037.0,2036,39,309,52,3
26.0,male,6534.0,2115,220,161,44,7
87.0,male,6210.0,2159,162,324,53,4
75.0,female,2517.0,1505,69,256,20,8
26.0,male,1046.0,2559,212,353,34,2
74.0,female,4815.0,2134,39,332,77,2
76.0,female,6212.0,1630,30,180,95,5
61.0,male,5632.0,2268,109,324,101,1
44.0,male,1030.0,2198,30,378,71,1
16.0,male,2012.0,2496,113,309,98,2
78.0,other,8912.0,1551,75,203,59,1
25.0,female,3035.0,2563,207,257,113,2
26.0,male,5616.0,2263,206,283,52,2
59.0,male,5642.0,2000,128,213,61,1
29.0,male,1825.0,2049,85,410,20,3
57.0,male,9712.0,2067,30,165,116,2
70.0,male,8912.0,2133,105,310,63,2
24.0,male,3042.0,2320,220,118,62,3
23.0,male,1818.0,1925,108,298,28,3
85.0,female,6213.0,1627,31,335,41,7
52.0,female,5621.0,1440,76,246,20,2
68.0,female,3519.0,1797,182,102,20,3
39.0,male,3024.0,2413,69,236,142,1
59.0,female,5013.0,1839,38,414,23,4
69.0,female,3535.0,2069,74,345,39,3
78.0,male,4815.0,2385,118,207,127,9
27.0,male,1040.0,2391,60,388,48,3
53.0,male,1046.0,2306,120,232,106,6
51.0,male,3024.0,2305,142,431,20,1
60.0,female,5615.0,1645,214,192,20,4
22.0,female,4825.0,2439,30,491,20,1
36.0,female,5022.0,2197,119,330,39,1
60.0,male,9730.0,1907,94,260,91,4
73.0,male,1036.0,2403,55,289,129,4
19.0,male,2519.0,2447,100,451,75,8
42.0,female,3509.0,2232,186,266,32,3
26.0,female,1038.0,2330,84,250,116,3
29.0,male,6217.0,2539,220,305,20,5
72.0,male,5612.0,2628,220,406,29,3
44.0,female,1053.0,2012,30,369,22,1
83.0,female,5635.0,2024,124,296,46,5
23.0,female,8922.0,2150,57,261,112,3
42.0,male,5621.0,2402,41,480,78,3
70.0,female,1823.0,1349,82,297,20,4
52.0,male,8922.0,2078,30,152,151,1
44.0,female,3034.0,2483,81,435,87,3
19.0,female,3040.0,1956,82,325,31,2
48.0,female,3545.0,1931,143,247,29,5
36.0,female,3028.0,2220,151,362,20,3
55.0,female,3038.0,1911,30,343,27,5
35.0,female,5025.0,1654,30,257,67,1
40.0,male,4826.0,2353,139,411,27,2
31.0,female,4816.0,2302,220,253,37,4
74.0,male,1051.0,2173,113,412,20,4
83.0,male,3515.0,1524,149,231,20,2
44.0,male,5645.0,2081,30,445,23,3
58.0,female,1031.0,1823,207,195,44,1
36.0,male,8926.0,2487,44,459,25,3
43.0,male,3514.0,2291,30,305,81,1
75.0,female,9728.0,2105,45,424,20,3
25.0,male,5017.0,2512,191,410,20,3
73.0,female,1824.0,1935,131,298,21,4
68.0,male,4812.0,2067,147,162,84,1
42.0,female,5612.0,2402,110,218,143,5
72.0,female,9712.0,2391,43,343,53,2
42.0,female,3025.0,1915,70,187,86,2
49.0,female,3531.0,2180,66,418,33,4
24.0,male,4817.0,2315,30,369,53,1
57.0,male,5014.0,2386,220,302,20,8
58.0,male,5630.0,2296,149,324,42,2
88.0,female,2014.0,1540,30,184,39,4
75.0,female,5632.0,1881,70,264,95,7
64.0,female,5035.0,1788,173,236,20,4
42.0,female,5034.0,1646,35,270,52,4
86.0,male,1825.0,2215,220,216,29,5
60.0,female,1814.0,1944,220,200,20,1
56.0,male,2542.0,2257,126,273,64,2
27.0,female,9711.0,2794,103,486,67,2
69.0,female,5620.0,2033,155,359,20,4
70.0,female,1034.0,2069,147,221,57,6
25.0,male,3024.0,2665,30,296,127,1
41.0,female,3532.0,1709,59,134,63,7
31.0,female,3551.0,2084,193,234,23,3
70.0,male,6218.0,2793,115,420,39,5
39.0,female,1824.0,1683,103,367,20,7
29.0,female,8920.0,2351,67,379,53,4
77.0,male,4822.0,2272,143,281,57,2
79.0,other,5010.0,2029,187,228,58,2
24.0,female,1030.0,2111,152,323,44,5
45.0,female,3023.0,1933,99,182,68,2
56.0,male,5047.0,2343,196,263,88,4
54.0,male,9729.0,1964,87,260,90,4
56.0,male,5630.0,2159,148,324,20,1
75.0,female,4811.0,1815,30,367,41,3
55.0,male,9726.0,2796,220,216,20,3
53.0,female,3549.0,2384,71,359,41,4
25.0,female,6535.0,1715,83,264,48,2
53.0,female,1814.0,2286,63,366,60,2
88.0,female,1032.0,2137,124,278,48,1
28.0,female,1035.0,2436,71,269,149,4
18.0,other,3534.0,2189,59,303,92,4
89.0,other,3040.0,1906,58,257,89,6
86.0,male,9726.0,1892,163,210,34,5
77.0,male,6512.0,1935,87,363,39,4
67.0,male,3037.0,2451,30,572,45,3
49.0,male,9738.0,2315,197,124,123,2
53.0,male,3026.0,1907,150,236,23,4
25.0,female,2016.0,2214,113,406,20,7
62.0,female,6212.0,2178,220,213,36,7
32.0,female,1038.0,2412,71,344,79,3
43.0,male,3025.0,2374,120,414,28,3
82.0,male,3541.0,2321,121,418,25,2
56.0,male,9725.0,2179,30,456,20,3
57.0,male,4817.0,2378,30,323,81,1
87.0,male,4823.0,2229,36,332,100,7
66.0,female,5639.0,1923,119,263,66,5
53.0,male,8911.0,1836,159,292,21,0
54.0,male,8924.0,2555,154,454,67,2
26.0,male,2515.0,2225,206,309,20,6
38.0,male,6515.0,2208,184,389,20,1
18.0,male,8911.0,2237,98,414,25,2
76.0,female,6212.0,2215,105,342,39,4
31.0,male,5634.0,2153,220,80,45,4
78.0,other,1022.0,1660,37,336,25,2
43.0,male,1021.0,1883,40,401,20,0
76.0,female,8929.0,2668,137,365,64,4
89.0,other,6216.0,1897,78,282,28,2
66.0,female,3532.0,2052,86,312,49,4
42.0,female,1040.0,1923,97,215,85,5
73.0,female,4823.0,1288,30,270,43,5
32.0,female,3547.0,1903,175,235,37,2
30.0,female,3538.0,2118,30,428,45,8
32.0,female,9722.0,2142,67,241,103,2
87.0,male,9726.0,2247,57,462,29,2
54.0,male,6221.0,2373,132,379,20,5
81.0,female,5023.0,2059,177,288,20,0
68.0,female,6215.0,1412,43,195,46,4
66.0,male,3024.0,1736,129,242,31,3
71.0,female,9721.0,1961,98,191,59,1
90.0,male,1029.0,1718,80,206,52,5
26.0,female,5623.0,2465,61,390,76,2
23.0,female,6514.0,1701,220,181,20,4
27.0,female,3514.0,2436,123,459,20,0
81.0,male,5646.0,2406,220,263,69,6
40.0,male,8913.0,2153,73,347,26,2
17.0,male,9735.0,2619,53,214,176,2
88.0,female,1029.0,1983,136,176,53,1
83.0,male,9737.0,2207,30,440,44,1
48.0,male,2014.0,2268,115,318,52,2
27.0,female,2015.0,2108,152,408,20,4
43.0,female,1825.0,2349,50,421,60,3
89.0,female,4827.0,1806,159,185,36,5
71.0,female,5632.0,2151,149,309,27,4
79.0,female,4821.0,2116,34,453,44,1
36.0,female,1823.0,1822,209,183,28,1
35.0,male,4818.0,2497,154,416,20,2
74.0,male,2546.0,2628,142,405,81,2
72.0,female,5014.0,1750,134,241,23,8
23.0,male,9709.0,2286,220,169,40,0
51.0,male,6514.0,2256,57,395,56,1
87.0,male,9729.0,2346,72,236,116,1
51.0,male,6515.0,2252,141,437,20,1
76.0,female,9717.0,1581,147,127,55,3
86.0,male,5633.0,2016,47,263,99,4
38.0,male,8928.0,2487,220,290,28,2
26.0,female,1037.0,1910,37,286,70,1
73.0,female,3514.0,2235,96,332,71,4
60.0,male,1047.0,1891,152,280,20,1
35.0,female,1046.0,2108,152,223,29,3
22.0,male,9721.0,2004,87,264,40,5
61.0,female,6210.0,2178,105,442,24,3
68.0,female,5622.0,1716,30,209,66,0
73.0,female,9714.0,2203,119,335,43,7
64.0,male,2543.0,2090,137,344,35,4
40.0,male,9727.0,2686,125,342,90,4
61.0,female,6535.0,1812,220,136,65,2
71.0,female,4818.0,1784,149,209,20,4
69.0,male,1810.0,2432,220,196,20,8
63.0,female,2546.0,2517,162,249,84,2
50.0,male,6534.0,1822,45,310,30,1
49.0,female,1814.0,1958,173,271,20,0
33.0,male,5026.0,1939,76,359,39,6
42.0,male,9744.0,2234,144,254,57,1
33.0,male,5014.0,2514,186,424,20,4
50.0,female,5612.0,1646,220,121,69,1
59.0,male,3515.0,1829,66,207,69,5
73.0,male,3538.0,2646,30,600,20,5
46.0,female,3517.0,2044,55,383,43,2
55.0,male,2517.0,2234,220,310,20,4
80.0,female,3511.0,1886,220,202,20,2
64.0,male,6215.0,2256,33,333,87,8
39.0,male,6208.0,2571,107,421,40,3
40.0,male,6213.0,2284,44,203,140,0
45.0,female,9728.0,2483,33,585,20,2
75.0,female,9720.0,2382,30,462,45,1
65.0,male,2545.0,2337,141,113,132,2
75.0,female,2517.0,1911,109,306,20,3
67.0,male,4824.0,2319,76,371,56,4
63.0,male,1034.0,2095,117,393,34,4
43.0,male,5646.0,2151,30,393,38,4
55.0,female,3531.0,2106,94,115,93,3
32.0,male,9725.0,2533,220,290,60,7
77.0,male,5622.0,2115,30,465,23,5
34.0,female,9722.0,1770,117,262,68,2
71.0,male,2545.0,2645,139,273,95,0
64.0,male,5622.0,2617,120,470,20,6
49.0,male,3515.0,2178,181,303,20,3
31.0,female,6227.0,2338,70,488,20,0
16.0,male,2518.0,2630,220,406,20,3
37.0,female,9725.0,2258,210,309,20,1
70.0,female,1022.0,2102,30,310,84,5
72.0,female,5645.0,2072,100,397,20,4
29.0,female,3542.0,1965,155,255,46,2
41.0,male,6224.0,1838,30,278,36,1
24.0,female,5012.0,2042,56,199,111,5
44.0,male,2014.0,2212,107,354,23,2
80.0,female,8920.0,2169,51,291,98,3
88.0,male,5632.0,2615,39,177,136,2
41.0,male,8909.0,2309,62,259,91,2
60.0,male,8922.0,2417,154,226,115,3
54.0,female,6211.0,2208,61,264,107,4
54.0,male,3535.0,2159,61,311,82,1
63.0,female,3531.0,2176,47,352,55,4
80.0,female,6212.0,1786,61,277,20,6
61.0,female,6209.0,2300,132,285,46,3
85.0,female,1828.0,1613,44,363,20,3
52.0,male,5634.0,2223,99,395,29,5
56.0,female,8915.0,2525,169,347,70,1
50.0,other,3026.0,1668,176,218,32,4
18.0,male,4817.0,2683,220,428,20,5
57.0,female,6535.0,1435,58,270,20,2
53.0,female,5030.0,2225,56,242,107,0
53.0,other,4822.0,2132,101,331,68,0
41.0,male,5645.0,2400,220,241,43,3
35.0,male,3024.0,2304,195,309,20,5
71.0,male,6514.0,1639,53,204,37,2
42.0,female,3515.0,1629,129,256,29,2
81.0,female,5015.0,2096,195,358,20,3
83.0,other,2545.0,2371,177,228,96,2
80.0,male,1050.0,2150,34,382,37,5
46.0,male,1030.0,2394,56,172,176,1
44.0,male,4824.0,2512,80,502,30,3
74.0,female,1035.0,1515,57,145,69,3
33.0,female,5045.0,2593,165,539,20,5
59.0,male,3516.0,1971,87,146,103,2
20.0,female,5044.0,2436,165,375,25,1
76.0,male,5610.0,2646,164,474,20,3
46.0,female,4822.0,1769,144,104,88,1
86.0,female,5014.0,1592,185,276,20,3
63.0,male,5043.0,2218,30,452,20,2
35.0,male,1813.0,2237,151,322,20,7
77.0,female,1822.0,1404,82,297,53,1
53.0,male,9730.0,2179,76,318,95,3
70.0,female,4822.0,1716,30,196,91,1
85.0,male,1034.0,2551,90,506,20,6
39.0,female,6533.0,1455,35,266,20,4
38.0,male,9735.0,2143,57,222,110,2
82.0,male,9727.0,2268,220,279,41,4
26.0,female,1820.0,2438,220,372,20,4
47.0,male,3550.0,2394,114,345,48,5
40.0,male,3041.0,2177,151,242,83,1
76.0,male,3025.0,1777,134,208,23,4
43.0,female,4810.0,2311,81,426,20,1
48.0,female,3511.0,2001,119,135,87,4
40.0,female,8912.0,1657,46,363,20,5
25.0,female,5022.0,2861,220,323,27,5
49.0,male,5612.0,2771,39,575,20,3
72.0,female,5633.0,2050,150,299,27,3
57.0,male,3025.0,1891,30,372,83,2
84.0,female,2544.0,2600,105,303,179,2
73.0,female,2517.0,1505,30,211,53,6
58.0,female,5644.0,1643,186,80,57,4
32.0,male,3024.0,2132,84,373,20,1
74.0,female,3533.0,1739,74,94,116,1
59.0,other,1821.0,1976,196,221,20,3
71.0,male,8930.0,2330,196,283,31,4
36.0,male,5646.0,2418,80,473,20,2
54.0,female,5031.0,2273,116,329,37,3
80.0,other,5012.0,1962,56,155,121,0
15.0,female,3509.0,2233,30,179,138,4
83.0,male,3511.0,2437,123,256,106,1
75.0,female,6224.0,2077,200,265,20,5
28.0,male,5024.0,2786,86,571,20,8
26.0,male,5620.0,2718,143,485,44,6
37.0,male,8911.0,2178,220,82,55,1
29.0,male,9713.0,2800,149,403,33,1
65.0,female,1035.0,2424,220,348,26,6
73.0,female,1032.0,2189,184,263,44,8
37.0,male,3515.0,2369,147,454,24,2
39.0,male,1031.0,2213,220,95,67,6
80.0,female,3542.0,1597,32,379,20,6
41.0,male,3510.0,2291,160,129,104,2
61.0,male,6532.0,1963,136,257,20,1
63.0,female,4817.0,1968,136,100,103,1
28.0,male,5645.0,2535,213,216,55,2
76.0,other,3534.0,1660,109,123,126,3
19.0,male,6215.0,2109,188,346,20,1
78.0,female,8927.0,2335,85,391,37,6
36.0,male,3540.0,2428,30,478,29,3
25.0,female,8912.0,2231,69,408,45,2
85.0,female,6209.0,1877,162,304,30,6
50.0,male,1045.0,1843,30,330,40,2
70.0,male,3027.0,2189,99,410,20,5
26.0,female,1028.0,2112,54,341,96,5
78.0,female,3517.0,2016,139,343,20,2
65.0,female,5618.0,2299,220,253,55,3
83.0,female,8928.0,2296,220,264,20,10
49.0,male,3540.0,2212,31,464,38,4
42.0,female,5013.0,2207,30,309,93,5
72.0,male,6223.0,1723,30,336,43,3
51.0,female,3518.0,2349,30,289,93,5
42.0,female,4813.0,2255,55,441,20,4
24.0,female,8927.0,2168,66,374,26,4
39.0,male,6220.0,2148,175,221,72,3
68.0,male,8912.0,2133,188,247,39,2
71.0,female,1824.0,1865,163,221,28,9
89.0,male,4815.0,1548,30,310,52,2
72.0,other,1813.0,2019,37,401,20,2
68.0,male,9727.0,1971,104,304,67,4
41.0,female,3026.0,1683,220,165,31,1
84.0,female,5634.0,2249,130,361,49,1
62.0,female,1037.0,2215,124,281,62,5
65.0,male,1036.0,2515,159,333,64,6
70.0,female,4817.0,2151,149,378,25,3
48.0,female,5621.0,2133,144,321,25,5
48.0,male,3027.0,2100,87,398,20,2
64.0,female,4826.0,1823,169,128,89,1
46.0,female,5014.0,1770,84,237,49,1
64.0,male,4812.0,2038,136,179,68,5
84.0,female,3533.0,1786,76,206,62,4
28.0,other,5619.0,2165,139,278,53,2
85.0,male,9712.0,1930,186,194,62,1
42.0,male,6222.0,2443,220,288,52,4
42.0,male,3514.0,1852,49,317,36,2
51.0,female,8926.0,2008,81,242,93,6
54.0,female,9734.0,2221,34,195,139,0
65.0,male,3028.0,1534,148,222,31,8
86.0,male,3515.0,1932,65,307,42,3
52.0,female,1029.0,1906,30,401,43,0
30.0,female,5621.0,2599,206,475,20,4
61.0,male,3535.0,2568,90,365,86,1
69.0,male,4823.0,2135,36,380,58,2
83.0,female,6223.0,1640,166,133,43,6
40.0,male,6215.0,2369,54,249,106,1
36.0,female,2012.0,2154,71,358,20,3
31.0,male,5614.0,2147,220,260,20,2
41.0,other,8911.0,1651,37,257,94,1
56.0,male,3033.0,2020,43,377,25,4
32.0,male,1045.0,2530,94,364,90,0
21.0,female,2014.0,2051,30,406,23,7
26.0,female,5025.0,1880,38,416,20,3
79.0,female,4823.0,1288,30,178,50,2
79.0,male,4824.0,2297,220,280,41,2
82.0,male,9712.0,2159,105,251,69,3
46.0,male,9729.0,1852,76,366,27,3
38.0,female,6535.0,1455,87,183,38,0
57.0,female,3544.0,1764,170,237,20,6
58.0,male,3532.0,2270,136,216,92,2
47.0,male,6221.0,2548,220,323,29,5
81.0,male,9736.0,2055,88,155,124,3
80.0,female,4827.0,1822,49,294,69,6
86.0,male,6210.0,2068,220,222,20,4
63.0,male,3025.0,2147,43,347,54,6
81.0,female,8912.0,1845,76,184,57,2
51.0,female,3515.0,1883,188,90,85,6
74.0,female,5633.0,1895,30,254,98,2
75.0,female,3535.0,1915,30,383,71,2
77.0,female,5023.0,1777,54,228,72,0
83.0,female,4827.0,2068,195,218,39,4
35.0,other,6509.0,2147,118,358,20,2
24.0,female,5646.0,2269,136,285,75,2
29.0,male,1028.0,1411,102,246,41,4
76.0,female,3535.0,1839,164,225,30,4
56.0,female,5035.0,1636,30,225,56,1
25.0,other,5632.0,2322,220,157,32,2
57.0,female,5613.0,1912,220,208,39,7
72.0,male,2013.0,1946,41,203,100,3
86.0,female,2518.0,1723,74,214,75,6
46.0,male,9710.0,2281,100,303,97,6
67.0,female,9727.0,2187,220,236,37,2
71.0,female,5023.0,1887,190,216,20,3
31.0,female,3023.0,2302,220,254,56,3
85.0,female,3034.0,1890,56,356,27,4
56.0,male,3028.0,1568,132,186,23,8
74.0,female,6216.0,1643,128,204,29,1
87.0,male,3516.0,2084,65,242,107,4
38.0,other,6514.0,1713,115,195,52,3
56.0,female,8924.0,2532,122,380,86,3
57.0,male,1028.0,2657,200,343,31,2
30.0,female,3036.0,2483,151,490,20,0
39.0,female,6531.0,1536,188,261,21,2
54.0,female,6207.0,1992,101,120,106,4
60.0,male,1826.0,1985,220,202,20,1
23.0,male,5645.0,2255,220,211,53,1
78.0,female,5646.0,1750,119,241,55,6
58.0,male,4814.0,2378,30,422,26,4
81.0,male,9711.0,1991,220,131,67,2
59.0,male,3511.0,2061,166,209,80,3
71.0,female,5031.0,1921,97,249,68,0
70.0,male,9726.0,2793,220,216,69,3
28.0,female,1027.0,2112,88,225,128,1
28.0,female,8909.0,2168,125,414,20,3
55.0,male,5632.0,2296,127,223,79,1
25.0,male,3032.0,2523,159,224,109,2
89.0,male,2546.0,2524,172,439,49,6
41.0,female,3040.0,1769,113,199,57,4
78.0,male,3516.0,2178,91,443,21,7
38.0,male,5621.0,1845,35,257,59,5
89.0,male,8927.0,2042,90,255,49,6
20.0,female,5014.0,2586,106,329,20,3
66.0,female,3531.0,2424,36,428,76,4
50.0,male,3512.0,2224,55,272,102,7
38.0,male,5046.0,2704,220,420,58,2
33.0,male,5024.0,2223,117,186,137,3
68.0,male,8912.0,1802,159,236,20,4
47.0,male,5023.0,1951,65,422,20,4
68.0,female,1031.0,1859,174,217,53,6
48.0,female,5634.0,2089,135,391,20,2
18.0,male,1812.0,2260,123,362,37,3
26.0,female,1034.0,2235,220,287,52,4
