"age","gender","zip_code","daily_kcal","protein_g","carbs_g","fat_g","fruit_portions"
79,"male","4817",2385,118,207,127,9
32,"male","1035",2391,60,388,48,3
56,"male","1046",2306,120,232,106,6
51,"male","3024",2305,142,431,20,1
63,"female","5616",1645,214,192,20,4
22,"female","4825",2439,30,491,20,1
37,"female","5022",2197,119,330,39,1
60,"male","9731",1907,94,260,91,4
72,"male","1036",2403,55,289,129,4
18,"male","2517",2447,100,451,75,8
38,"female","3511",2232,186,266,32,3
27,"female","1035",2330,84,250,116,3
24,"male","6216",2539,220,305,20,5
72,"male","5612",2628,220,406,29,3
46,"female","1046",2012,30,369,22,1
84,"female","5634",2024,124,296,46,5
24,"female","8921",2150,57,261,112,3
42,"male","5616",2402,41,480,78,3
70,"female","1823",1349,82,297,20,4
53,"male","8921",2078,30,152,151,1
44,"female","3035",2483,81,435,87,3
19,"female","3041",1956,82,325,31,2
50,"female","3542",1931,143,247,29,5
38,"female","3024",2220,151,362,20,3
57,"female","3035",1911,30,343,27,5
35,"female","5025",1654,30,257,67,1
39,"male","4825",2353,139,411,27,2
31,"female","4816",2302,220,253,37,4
74,"male","1046",2173,113,412,20,4
87,"male","3516",1524,149,231,20,2
46,"male","5646",2081,30,445,23,3
62,"female","1031",1823,207,195,44,1
35,"male","8927",2487,44,459,25,3
43,"male","3511",2291,30,305,81,1
75,"female","9728",2105,45,424,20,3
27,"male","5014",2512,191,410,20,3
74,"female","1823",1935,131,298,21,4
69,"male","4811",2067,147,162,84,1
44,"female","5612",2402,110,218,143,5
71,"female","9712",2391,43,343,53,2
44,"female","3026",1915,70,187,86,2
47,"female","3531",2180,66,418,33,4
24,"male","4817",2315,30,369,53,1
57,"male","5014",2386,220,302,20,8
59,"male","5632",2296,149,324,42,2
85,"female","2014",1540,30,184,39,4
75,"female","5634",1881,70,264,95,7
63,"female","5033",1788,173,236,20,4
42,"female","5033",1646,35,270,52,4
88,"male","1825",2215,220,216,29,5
53,"female","1813",1944,220,200,20,1
55,"male","2545",2257,126,273,64,2
27,"female","9711",2794,103,486,67,2
67,"female","5622",2033,155,359,20,4
70,"female","1035",2069,147,221,57,6
25,"male","3023",2665,30,296,127,1
42,"female","3534",1709,59,134,63,7
31,"female","3548",2084,193,234,23,3
69,"male","6221",2793,115,420,39,5
40,"female","1823",1683,103,367,20,7
29,"female","8921",2351,67,379,53,4
76,"male","4822",2272,143,281,57,2
79,"other","5012",2029,187,228,58,2
24,"female","1035",2111,152,323,44,5
45,"female","3023",1933,99,182,68,2
55,"male","5045",2343,196,263,88,4
54,"male","9731",1964,87,260,90,4
55,"male","5632",2159,148,324,20,1
77,"female","4811",1815,30,367,41,3
55,"male","9728",2796,220,216,20,3
54,"female","3548",2384,71,359,41,4
27,"female","6535",1715,83,264,48,2
56,"female","1813",2286,63,366,60,2
88,"female","1031",2137,124,278,48,1
27,"female","1035",2436,71,269,149,4
18,"other","3534",2189,59,303,92,4
89,"other","3035",1906,58,257,89,6
87,"male","9728",1892,163,210,34,5
81,"male","6514",1935,87,363,39,4
67,"male","3035",2451,30,572,45,3
49,"male","9735",2315,197,124,123,2
55,"male","3026",1907,150,236,23,4
25,"female","2014",2214,113,406,20,7
59,"female","6211",2178,220,213,36,7
32,"female","1035",2412,71,344,79,3
43,"male","3026",2374,120,414,28,3
79,"male","3542",2321,121,418,25,2
53,"male","9728",2179,30,456,20,3
57,"male","4817",2378,30,323,81,1
88,"male","4825",2229,36,332,100,7
65,"female","5634",1923,119,263,66,5
53,"male","8912",1836,159,292,21,0
54,"male","8921",2555,154,454,67,2
25,"male","2517",2225,206,309,20,6
41,"male","6514",2208,184,389,20,1
19,"male","8912",2237,98,414,25,2
76,"female","6211",2215,105,342,39,4
36,"male","5634",2153,220,80,45,4
76,"other","1023",1660,37,336,25,2
43,"male","1023",1883,40,401,20,0
75,"female","8927",2668,137,365,64,4
89,"other","6216",1897,78,282,28,2
64,"female","3531",2052,86,312,49,4
42,"female","1046",1923,97,215,85,5
72,"female","4822",1288,30,270,43,5
30,"female","3542",1903,175,235,37,2
28,"female","3534",2118,30,428,45,8
32,"female","9721",2142,67,241,103,2
87,"male","9728",2247,57,462,29,2
52,"male","6221",2373,132,379,20,5
81,"female","5022",2059,177,288,20,0
69,"female","6216",1412,43,195,46,4
67,"male","3026",1736,129,242,31,3
72,"female","9721",1961,98,191,59,1
88,"male","1028",1718,80,206,52,5
26,"female","5622",2465,61,390,76,2
22,"female","6514",1701,220,181,20,4
28,"female","3514",2436,123,459,20,0
81,"male","5646",2406,220,263,69,6
40,"male","8912",2153,73,347,26,2
18,"male","9735",2619,53,214,176,2
88,"female","1028",1983,136,176,53,1
86,"male","9735",2207,30,440,44,1
47,"male","2014",2268,115,318,52,2
32,"female","2014",2108,152,408,20,4
44,"female","1825",2349,50,421,60,3
87,"female","4825",1806,159,185,36,5
72,"female","5632",2151,149,309,27,4
79,"female","4822",2116,34,453,44,1
36,"female","1825",1822,209,183,28,1
36,"male","4816",2497,154,416,20,2
74,"male","2545",2628,142,405,81,2
70,"female","5014",1750,134,241,23,8
23,"male","9711",2286,220,169,40,0
49,"male","6514",2256,57,395,56,1
87,"male","9728",2346,72,236,116,1
49,"male","6514",2252,141,437,20,1
77,"female","9721",1581,147,127,55,3
86,"male","5634",2016,47,263,99,4
38,"male","8927",2487,220,290,28,2
26,"female","1036",1910,37,286,70,1
71,"female","3514",2235,96,332,71,4
60,"male","1046",1891,152,280,20,1
33,"female","1046",2108,152,223,29,3
26,"male","9721",2004,87,264,40,5
62,"female","6211",2178,105,442,24,3
68,"female","5621",1716,30,209,66,0
72,"female","9711",2203,119,335,43,7
63,"male","2545",2090,137,344,35,4
41,"male","9728",2686,125,342,90,4
60,"female","6535",1812,220,136,65,2
71,"female","4817",1784,149,209,20,4
70,"male","1813",2432,220,196,20,8
62,"female","2545",2517,162,249,84,2
45,"male","6535",1822,45,310,30,1
50,"female","1813",1958,173,271,20,0
34,"male","5025",1939,76,359,39,6
43,"male","9735",2234,144,254,57,1
34,"male","5014",2514,186,424,20,4
48,"female","5612",1646,220,121,69,1
59,"male","3515",1829,66,207,69,5
73,"male","3531",2646,30,600,20,5
49,"female","3516",2044,55,383,43,2
55,"male","2517",2234,220,310,20,4
79,"female","3511",1886,220,202,20,2
64,"male","6211",2256,33,333,87,8
46,"male","6211",2571,107,421,40,3
41,"male","6216",2284,44,203,140,0
44,"female","9728",2483,33,585,20,2
75,"female","9721",2382,30,462,45,1
63,"male","2545",2337,141,113,132,2
74,"female","2517",1911,109,306,20,3
70,"male","4825",2319,76,371,56,4
62,"male","1033",2095,117,393,34,4
42,"male","5646",2151,30,393,38,4
52,"female","3531",2106,94,115,93,3
33,"male","9728",2533,220,290,60,7
72,"male","5621",2115,30,465,23,5
33,"female","9721",1770,117,262,68,2
74,"male","2545",2645,139,273,95,0
64,"male","5622",2617,120,470,20,6
50,"male","3515",2178,181,303,20,3
33,"female","6224",2338,70,488,20,0
18,"male","2517",2630,220,406,20,3
36,"female","9728",2258,210,309,20,1
70,"female","1023",2102,30,310,84,5
74,"female","5646",2072,100,397,20,4
29,"female","3542",1965,155,255,46,2
42,"male","6224",1838,30,278,36,1
24,"female","5012",2042,56,199,111,5
46,"male","2014",2212,107,354,23,2
80,"female","8921",2169,51,291,98,3
87,"male","5632",2615,39,177,136,2
42,"male","8912",2309,62,259,91,2
56,"male","8921",2417,154,226,115,3
54,"female","6211",2208,61,264,107,4
55,"male","3534",2159,61,311,82,1
62,"female","3531",2176,47,352,55,4
82,"female","6211",1786,61,277,20,6
62,"female","6211",2300,132,285,46,3
87,"female","1825",1613,44,363,20,3
52,"male","5634",2223,99,395,29,5
56,"female","8921",2525,169,347,70,1
49,"other","3026",1668,176,218,32,4
19,"male","4816",2683,220,428,20,5
57,"female","6535",1435,58,270,20,2
53,"female","5033",2225,56,242,107,0
53,"other","4822",2132,101,331,68,0
41,"male","5646",2400,220,241,43,3
35,"male","3026",2304,195,309,20,5
66,"male","6514",1639,53,204,37,2
38,"female","3516",1629,129,256,29,2
79,"female","5014",2096,195,358,20,3
82,"other","2545",2371,177,228,96,2
77,"male","1046",2150,34,382,37,5
44,"male","1031",2394,56,172,176,1
44,"male","4825",2512,80,502,30,3
73,"female","1036",1515,57,145,69,3
33,"female","5045",2593,165,539,20,5
58,"male","3516",1971,87,146,103,2
20,"female","5045",2436,165,375,25,1
74,"male","5612",2646,164,474,20,3
46,"female","4822",1769,144,104,88,1
86,"female","5014",1592,185,276,20,3
63,"male","5045",2218,30,452,20,2
35,"male","1813",2237,151,322,20,7
77,"female","1823",1404,82,297,53,1
53,"male","9728",2179,76,318,95,3
70,"female","4822",1716,30,196,91,1
87,"male","1033",2551,90,506,20,6
39,"female","6535",1455,35,266,20,4
37,"male","9735",2143,57,222,110,2
78,"male","9728",2268,220,279,41,4
26,"female","1823",2438,220,372,20,4
46,"male","3548",2394,114,345,48,5
42,"male","3041",2177,151,242,83,1
75,"male","3026",1777,134,208,23,4
42,"female","4811",2311,81,426,20,1
46,"female","3511",2001,119,135,87,4
42,"female","8912",1657,46,363,20,5
24,"female","5022",2861,220,323,27,5
47,"male","5612",2771,39,575,20,3
71,"female","5632",2050,150,299,27,3
59,"male","3023",1891,30,372,83,2
82,"female","2545",2600,105,303,179,2
74,"female","2517",1505,30,211,53,6
53,"female","5644",1643,186,80,57,4
32,"male","3024",2132,84,373,20,1
74,"female","3531",1739,74,94,116,1
61,"other","1823",1976,196,221,20,3
72,"male","8927",2330,196,283,31,4
38,"male","5646",2418,80,473,20,2
54,"female","5033",2273,116,329,37,3
77,"other","5012",1962,56,155,121,0
19,"female","3511",2233,30,179,138,4
83,"male","3511",2437,123,256,106,1
75,"female","6224",2077,200,265,20,5
28,"male","5022",2786,86,571,20,8
25,"male","5622",2718,143,485,44,6
36,"male","8912",2178,220,82,55,1
30,"male","9712",2800,149,403,33,1
64,"female","1035",2424,220,348,26,6
73,"female","1036",2189,184,263,44,8
38,"male","3515",2369,147,454,24,2
38,"male","1031",2213,220,95,67,6
80,"female","3542",1597,32,379,20,6
42,"male","3511",2291,160,129,104,2
61,"male","6535",1963,136,257,20,1
60,"female","4816",1968,136,100,103,1
27,"male","5646",2535,213,216,55,2
77,"other","3531",1660,109,123,126,3
25,"male","6216",2109,188,346,20,1
80,"female","8927",2335,85,391,37,6
33,"male","3542",2428,30,478,29,3
25,"female","8912",2231,69,408,45,2
85,"female","6211",1877,162,304,30,6
48,"male","1046",1843,30,330,40,2
70,"male","3026",2189,99,410,20,5
28,"female","1028",2112,54,341,96,5
75,"female","3515",2016,139,343,20,2
63,"female","5616",2299,220,253,55,3
82,"female","8927",2296,220,264,20,10
57,"male","3542",2212,31,464,38,4
46,"female","5012",2207,30,309,93,5
72,"male","6221",1723,30,336,43,3
51,"female","3516",2349,30,289,93,5
42,"female","4811",2255,55,441,20,4
23,"female","8927",2168,66,374,26,4
39,"male","6221",2148,175,221,72,3
69,"male","8912",2133,188,247,39,2
69,"female","1825",1865,163,221,28,9
89,"male","4817",1548,30,310,52,2
72,"other","1813",2019,37,401,20,2
68,"male","9728",1971,104,304,67,4
41,"female","3026",1683,220,165,31,1
83,"female","5632",2249,130,361,49,1
61,"female","1036",2215,124,281,62,5
64,"male","1035",2515,159,333,64,6
69,"female","4816",2151,149,378,25,3
49,"female","5622",2133,144,321,25,5
48,"male","3024",2100,87,398,20,2
64,"female","4822",1823,169,128,89,1
46,"female","5012",1770,84,237,49,1
64,"male","4811",2038,136,179,68,5
84,"female","3534",1786,76,206,62,4
28,"other","5621",2165,139,278,53,2
85,"male","9712",1930,186,194,62,1
39,"male","6221",2443,220,288,52,4
42,"male","3514",1852,49,317,36,2
53,"female","8927",2008,81,242,93,6
54,"female","9735",2221,34,195,139,0
66,"male","3026",1534,148,222,31,8
89,"male","3515",1932,65,307,42,3
55,"female","1028",1906,30,401,43,0
32,"female","5622",2599,206,475,20,4
61,"male","3534",2568,90,365,86,1
72,"male","4825",2135,36,380,58,2
81,"female","6224",1640,166,133,43,6
41,"male","6216",2369,54,249,106,1
36,"female","2014",2154,71,358,20,3
35,"male","5616",2147,220,260,20,2
41,"other","8912",1651,37,257,94,1
56,"male","3035",2020,43,377,25,4
30,"male","1046",2530,94,364,90,0
21,"female","2014",2051,30,406,23,7
28,"female","5025",1880,38,416,20,3
79,"female","4822",1288,30,178,50,2
80,"male","4825",2297,220,280,41,2
82,"male","9711",2159,105,251,69,3
42,"male","9728",1852,76,366,27,3
39,"female","6535",1455,87,183,38,0
58,"female","3542",1764,170,237,20,6
58,"male","3534",2270,136,216,92,2
51,"male","6221",2548,220,323,29,5
80,"male","9735",2055,88,155,124,3
79,"female","4825",1822,49,294,69,6
86,"male","6211",2068,220,222,20,4
63,"male","3026",2147,43,347,54,6
82,"female","8912",1845,76,184,57,2
51,"female","3516",1883,188,90,85,6
73,"female","5632",1895,30,254,98,2
77,"female","3534",1915,30,383,71,2
78,"female","5022",1777,54,228,72,0
84,"female","4825",2068,195,218,39,4
35,"other","6514",2147,118,358,20,2
26,"female","5646",2269,136,285,75,2
29,"male","1028",1411,102,246,41,4
77,"female","3534",1839,164,225,30,4
54,"female","5033",1636,30,225,56,1
23,"other","5632",2322,220,157,32,2
58,"female","5612",1912,220,208,39,7
72,"male","2014",1946,41,203,100,3
88,"female","2517",1723,74,214,75,6
41,"male","9711",2281,100,303,97,6
66,"female","9728",2187,220,236,37,2
71,"female","5022",1887,190,216,20,3
30,"female","3024",2302,220,254,56,3
85,"female","3035",1890,56,356,27,4
57,"male","3026",1568,132,186,23,8
71,"female","6216",1643,128,204,29,1
87,"male","3515",2084,65,242,107,4
38,"other","6514",1713,115,195,52,3
53,"female","8921",2532,122,380,86,3
59,"male","1028",2657,200,343,31,2
30,"female","3035",2483,151,490,20,0
39,"female","6535",1536,188,261,21,2
54,"female","6211",1992,101,120,106,4
60,"male","1825",1985,220,202,20,1
23,"male","5646",2255,220,211,53,1
78,"female","5646",1750,119,241,55,6
57,"male","4817",2378,30,422,26,4
80,"male","9711",1991,220,131,67,2
62,"male","3511",2061,166,209,80,3
71,"female","5033",1921,97,249,68,0
69,"male","9728",2793,220,216,69,3
26,"female","1028",2112,88,225,128,1
31,"female","8912",2168,125,414,20,3
55,"male","5632",2296,127,223,79,1
26,"male","3035",2523,159,224,109,2
89,"male","2545",2524,172,439,49,6
43,"female","3041",1769,113,199,57,4
76,"male","3515",2178,91,443,21,7
37,"male","5621",1845,35,257,59,5
89,"male","8927",2042,90,255,49,6
19,"female","5014",2586,106,329,20,3
64,"female","3531",2424,36,428,76,4
47,"male","3515",2224,55,272,102,7
38,"male","5045",2704,220,420,58,2
34,"male","5025",2223,117,186,137,3
69,"male","8912",1802,159,236,20,4
47,"male","5025",1951,65,422,20,4
61,"female","1031",1859,174,217,53,6
47,"female","5634",2089,135,391,20,2
20,"male","1813",2260,123,362,37,3
27,"female","1035",2235,220,287,52,4
76,"male","1023",2196,160,291,35,5
86,"male","3548",1960,77,179,77,6
43,"male","3041",2218,55,318,80,3
41,"female","4822",2164,62,348,29,4
26,"female","3026",2191,44,382,27,3
36,"male","1036",1935,30,406,27,7
69,"female","8927",2592,118,317,123,10
87,"male","5634",2268,220,204,39,4
35,"female","5616",2627,210,406,20,3
23,"male","4825",1756,59,332,20,4
69,"male","4811",2135,147,378,20,4
56,"male","6535",1785,98,299,34,2
26,"male","5014",2512,220,270,20,6
30,"female","2014",2118,30,308,66,1
46,"male","1031",2401,30,334,92,1
27,"male","6224",1683,30,370,20,3
72,"female","6514",1642,48,105,68,3
19,"female","3041",2055,76,410,20,2
41,"male","6216",2046,188,280,28,1
85,"female","5646",1444,41,292,22,4
44,"female","1823",1791,96,215,36,8
21,"female","6224",1664,192,122,43,6
32,"female","9712",2227,58,342,93,1
38,"male","9735",2070,57,181,131,0
37,"male","1035",2503,104,410,47,3
44,"female","3514",2333,47,438,47,3
63,"male","5045",2195,114,387,23,3
72,"male","4825",2061,177,234,47,1
38,"female","3534",1973,30,356,83,3
57,"male","2545",2481,30,80,180,2
24,"male","5632",2512,152,380,20,3
23,"male","5646",2286,136,431,26,2
73,"male","1023",2386,210,217,55,5
86,"female","1035",1881,130,277,30,7
40,"male","4825",2060,220,142,20,6
60,"male","5634",2403,143,341,52,3
79,"female","6514",1466,35,202,36,5
56,"female","3548",1964,77,297,66,4
20,"female","6216",1792,161,236,20,6
76,"female","9711",1890,61,370,43,3
25,"male","5634",2464,220,82,134,5
49,"male","8921",3118,220,277,38,3
40,"male","1023",2231,91,449,21,6
39,"other","5634",2093,220,160,51,2
50,"male","6224",1997,35,260,107,5
68,"female","8912",1671,30,180,78,2
82,"male","1033",2180,125,352,39,4
85,"female","3035",2196,140,312,27,4
32,"female","5022",2197,220,253,29,6
45,"other","4822",1995,94,123,115,0
33,"male","6224",1683,65,208,69,1
30,"male","1823",1892,146,299,22,3
72,"female","9721",1757,220,80,55,3
42,"male","3041",2148,92,372,20,3
80,"female","8927",2296,210,309,20,7
35,"female","5616",1743,30,359,34,3
39,"male","8912",2153,30,470,28,2
40,"female","5644",1654,192,105,76,0
72,"male","5621",1917,47,203,91,2
84,"female","1823",1408,79,301,20,6
54,"male","3035",2020,78,384,40,5
54,"male","4822",1989,116,273,49,1
29,"female","2545",2352,58,289,93,3
38,"male","4816",2658,220,324,22,2
59,"female","9711",2279,30,512,26,0
56,"female","5616",1951,127,248,46,2
47,"female","5014",2451,30,458,20,3
64,"female","4822",1624,30,250,90,2
25,"male","8912",2260,220,82,62,3
54,"female","3531",2192,94,385,40,4
52,"female","2545",1982,105,270,51,5
35,"female","1813",2230,139,347,20,5
57,"male","1033",2390,220,235,20,2
73,"female","3035",2203,35,336,58,2
63,"male","1023",2235,171,258,87,5
24,"male","6221",2489,55,444,25,2
69,"female","4816",1928,82,315,49,3
79,"male","3023",2166,148,260,54,4
57,"male","1028",1989,30,252,100,4
43,"female","5632",2402,120,306,64,3
66,"female","9728",1903,122,258,54,3
74,"female","1046",1951,47,317,50,1
18,"female","3024",2542,151,383,20,1
56,"female","1813",1919,140,196,64,4
43,"male","3515",2252,88,440,20,1
31,"female","1035",2412,186,212,63,1
62,"female","6216",1790,220,179,20,5
22,"male","3514",2453,213,323,39,1
30,"female","3515",2250,214,309,20,2
31,"male","1046",2152,87,321,67,4
24,"male","3542",2427,107,414,20,0
42,"male","3041",1999,201,265,35,4
87,"other","3511",1818,45,300,39,3
61,"other","1033",2158,117,361,24,4
85,"female","4822",1610,137,95,76,1
63,"male","5045",2218,132,304,38,4
42,"male","3514",2179,90,192,110,2
84,"female","8912",1859,37,386,20,5
42,"female","9735",2005,201,195,38,3
23,"male","2545",2488,199,116,120,1
