age,gender,zip_code,daily_kcal,protein_g,carbs_g,fat_g,fruit_portions
46,male,1036,2350,220,234,62,1
88,male,3023,2174,85,312,69,1
39,female,5045,2232,178,321,34,2
27,male,5632,2148,150,196,90,2
53,female,3515,1928,41,207,108,4
54,male,4817,2378,82,486,20,4
65,male,1813,2164,220,195,32,2
40,female,3035,2227,95,358,53,3
86,male,5634,2356,119,395,35,2
55,male,3024,2168,141,393,20,1
38,male,3515,2208,88,391,30,2
87,other,2545,1660,37,214,71,4
84,female,5634,1891,168,130,81,4
53,female,1046,1860,152,304,20,1
19,other,3514,2236,66,347,62,2
60,male,5622,2256,124,345,40,2
57,other,4817,1960,55,156,121,1
28,male,6514,2351,74,420,36,3
63,female,3542,1937,89,256,64,2
78,male,5022,2580,40,584,20,3
25,male,9711,2301,220,187,60,1
70,female,4811,1746,71,296,31,4
28,male,5033,2470,123,273,106,1
71,other,3515,2120,220,254,20,0
48,male,1036,2289,66,420,45,5
18,female,3534,2403,127,388,39,2
87,other,8912,1861,109,302,28,0
29,male,3548,2212,220,207,41,3
60,female,4816,2275,160,357,20,2
31,female,5621,1625,71,250,38,3
85,female,6216,1597,76,294,23,3
71,male,6535,1389,103,140,48,6
75,female,5634,1911,158,222,45,2
49,female,3035,2237,173,364,20,3
51,male,1823,2372,147,418,20,3
63,male,6224,1766,66,348,20,1
74,male,1036,2071,102,231,75,2
78,female,4817,1830,153,80,109,1
19,male,5025,2301,220,279,20,6
65,female,2517,1771,78,352,20,5
25,other,1036,1939,143,272,33,1
38,male,9712,1942,90,173,105,3
77,male,8927,2445,119,268,99,2
36,female,4811,2385,58,470,34,2
75,male,9728,2169,57,429,33,6
51,female,4825,1970,46,295,67,5
34,female,1035,2412,71,344,82,7
42,female,5033,1943,90,287,45,6
56,male,1046,2045,88,291,59,5
73,female,3516,2080,159,80,129,2
61,female,3024,2002,164,98,109,2
85,male,5014,2064,120,361,20,8
80,female,5632,1751,99,162,75,2
72,female,6224,1640,90,208,46,3
61,female,9712,1941,140,108,102,2
38,male,3515,2375,30,474,46,3
47,male,9731,2432,134,380,42,0
26,male,6224,2275,154,294,59,2
44,male,1031,2216,30,359,83,1
84,male,5632,2593,30,524,44,4
48,other,1035,2387,130,348,54,3
26,male,1036,1972,30,286,90,2
64,female,3515,1947,35,428,20,2
87,male,3024,2407,111,429,32,6
80,male,1033,2226,165,193,88,3
37,male,5045,2426,220,272,29,7
50,male,1046,2173,181,214,66,1
56,female,4825,2417,140,341,50,4
35,female,8921,2124,136,187,92,2
37,female,6514,1529,90,273,20,6
35,male,3023,2305,95,142,158,3
89,female,2517,1533,184,206,20,4
71,male,1046,1736,121,204,53,6
78,female,4825,2552,185,242,92,5
76,female,3514,2010,44,248,95,5
87,male,6535,1874,208,215,20,2
25,male,1028,1897,80,180,93,3
81,male,1031,1910,60,352,30,1
22,male,8912,2241,107,412,20,3
52,female,9728,1813,85,261,50,4
60,female,3035,2053,201,260,20,3
43,other,8921,2560,160,273,91,2
28,male,5022,2786,156,498,20,4
31,female,1823,1858,196,271,20,0
77,male,1825,1703,89,242,43,4
40,female,1823,1536,161,183,20,2
40,male,4817,2068,210,153,69,0
84,male,5012,1780,116,262,28,3
28,female,1033,1937,54,372,20,2
83,male,5644,1852,66,185,93,3
84,male,9731,1790,98,224,60,0
61,female,1031,1823,174,192,41,4
29,male,6224,2192,30,414,49,3
29,female,8921,2168,62,207,128,3
38,female,6221,2049,105,408,20,2
59,female,3514,2047,44,317,74,1
29,female,5622,2537,30,432,79,5
50,female,4817,1671,84,89,101,7
26,female,3511,2665,64,439,81,0
56,female,1825,1845,136,231,41,1
19,female,5014,2280,181,364,20,7
69,male,1036,2344,71,317,84,4
21,male,1813,2272,131,326,48,5
32,female,4816,2401,160,306,60,4
30,male,5025,2033,35,471,20,1
77,male,3024,1842,120,256,40,4
21,male,5025,1912,45,413,20,4
48,female,5012,2586,30,495,60,4
60,male,2545,2506,128,344,64,2
55,female,9735,1944,61,104,146,2
67,female,5014,1750,135,243,23,8
75,female,3531,2275,98,398,34,2
46,male,3023,2013,174,177,71,3
77,female,1036,1577,109,143,60,8
40,female,3026,1758,69,179,88,3
88,male,3023,2475,220,303,26,3
54,female,3531,2374,166,336,44,6
70,male,5033,2291,137,307,59,3
81,other,3026,1845,164,235,22,4
75,male,6535,1634,88,263,20,3
79,female,9721,2131,160,278,41,3
56,female,5621,1769,94,115,110,6
21,male,3041,2517,117,412,52,1
53,female,3026,2104,30,326,84,2
31,male,1031,2395,139,301,78,6
82,female,6211,2271,220,237,20,6
35,female,8927,2397,44,478,35,3
34,male,1046,2685,73,464,67,2
35,male,3516,1994,65,190,112,5
64,female,4817,2011,166,250,30,4
59,male,5622,2451,141,398,30,4
86,female,3515,1844,64,363,21,2
47,female,2545,2000,66,297,57,4
38,female,9728,2102,210,202,54,4
21,male,5014,2062,220,198,20,5
18,female,6514,2008,30,169,130,2
44,female,8921,1837,96,267,46,3
84,male,5012,2028,187,191,52,2
55,male,9712,1958,66,251,72,1
82,male,1023,2178,156,268,53,2
25,male,4816,2489,216,388,20,2
24,female,5022,2266,220,291,20,3
78,male,9721,2082,147,139,104,5
25,female,1028,1875,73,287,45,2
21,male,8927,2828,220,354,21,1
47,male,3515,2252,122,345,39,1
84,male,2014,2132,158,293,40,3
67,female,1035,2098,134,246,63,4
25,female,6211,2046,188,308,20,3
78,male,3515,2030,191,230,42,7
78,female,9731,1494,72,209,51,5
75,male,9711,1726,118,105,93,2
82,male,1823,2421,182,414,20,4
35,male,1813,2658,220,200,107,2
88,other,4816,1819,184,243,20,3
41,female,5616,1803,30,379,20,4
75,female,3531,2199,97,375,37,5
59,male,2517,1947,66,399,20,5
74,male,5622,2058,166,332,20,2
63,female,5025,1623,220,179,20,3
64,male,1033,2404,135,270,87,6
62,female,3511,2039,74,197,102,2
74,female,5045,2480,220,250,40,1
71,male,9731,2043,42,324,67,5
27,female,1035,2330,129,245,91,2
77,other,3531,2471,79,467,30,5
56,male,5022,2186,119,406,20,7
41,female,5014,1755,153,243,20,2
55,female,5612,2122,111,355,26,3
87,male,5646,1975,30,449,20,2
79,female,3516,1754,30,328,43,3
78,male,1823,1734,215,209,20,3
51,female,5014,2134,208,309,20,2
74,female,6535,1556,30,365,20,0
45,female,4811,2321,33,421,54,2
67,female,5014,1502,47,301,20,5
64,female,8912,1629,83,204,56,1
35,male,1031,1889,156,176,63,2
37,male,1825,2248,220,201,49,2
22,male,3511,2281,63,281,97,0
28,female,1028,2026,142,159,87,0
49,male,3024,2206,132,390,20,3
52,male,3514,2428,62,353,84,3
29,female,3515,2149,216,300,20,4
48,male,4825,2442,220,322,20,2
61,male,5014,2279,149,419,20,3
34,male,9721,2242,220,150,68,3
42,male,3542,2394,75,490,20,2
44,female,4817,2071,119,187,95,0
54,male,1035,2601,55,543,22,5
44,male,3035,2322,93,413,29,4
71,other,9712,2235,30,320,93,0
41,female,4822,1884,44,267,77,2
49,female,6224,1784,76,162,96,4
45,female,3035,2284,40,386,69,1
31,female,8912,2383,96,418,29,4
67,male,5033,2353,190,230,81,3
34,female,5022,2325,220,261,36,8
39,female,3511,2090,135,182,92,3
75,male,5012,2068,82,192,111,2
86,male,9728,2213,203,323,20,3
66,male,9721,1957,207,116,67,0
83,female,9731,1610,64,258,34,3
79,female,3548,2177,200,191,64,3
52,female,5632,2267,192,285,37,4
73,male,6514,2252,30,356,79,6
41,male,4822,1950,30,316,75,1
51,male,3023,1891,80,308,37,2
56,female,4817,1740,186,209,20,6
87,female,5632,1483,88,260,20,4
79,female,1023,2235,103,440,20,4
53,female,3542,1960,97,251,58,3
64,female,3026,1775,54,388,20,7
32,other,6514,2147,118,355,27,2
75,male,3024,2397,220,274,20,4
57,male,1036,2437,63,352,86,5
56,male,3534,2262,134,187,111,1
73,male,6211,2069,88,254,73,3
63,male,1035,2756,220,327,26,6
23,male,5632,2652,91,552,20,1
38,female,5045,2086,83,408,20,2
30,male,9711,2846,154,428,56,2
70,female,3511,1936,30,229,99,2
20,female,1036,2108,190,175,69,3
32,female,5014,2119,220,220,20,4
61,female,5022,1878,150,309,20,4
68,male,5025,1704,89,299,20,1
54,female,6211,2208,30,472,28,3
79,male,5014,2165,188,343,20,6
84,female,8912,1763,195,124,52,3
27,male,3542,2330,50,359,71,3
86,male,1036,2380,172,323,41,3
62,female,8912,1651,59,268,43,3
63,female,4817,2204,220,243,38,1
24,male,4817,2415,30,327,108,1
62,female,4817,1908,98,212,76,6
70,male,6221,2394,36,441,51,4
59,female,8912,2140,123,96,140,2
24,male,1823,2685,220,270,20,3
55,male,9735,2370,196,80,148,0
85,male,4822,2055,204,225,40,5
70,male,6514,2115,136,273,57,3
27,male,3531,2457,220,285,20,2
87,male,6211,2065,88,249,83,3
87,male,1033,2225,30,380,72,4
30,male,9721,2291,220,118,92,2
75,female,5621,1695,36,335,27,5
47,male,9728,1852,76,344,21,1
60,female,4825,1479,67,275,20,4
50,female,5012,1937,65,264,72,5
74,male,5646,2125,220,216,26,2
89,female,6224,1233,44,168,37,3
75,male,1033,2200,53,441,24,6
85,male,3514,2230,132,312,60,1
86,female,8927,2469,134,447,21,2
24,female,6514,1981,30,455,20,4
36,female,1031,1785,156,172,54,3
69,male,9728,2336,76,336,80,4
60,female,3026,2034,85,260,77,1
21,male,2517,2509,220,219,65,7
24,male,9721,2093,44,328,74,2
55,male,4817,2239,85,358,47,8
62,other,9712,1808,74,218,70,4
30,male,5012,2498,124,239,113,4
30,female,8921,2351,147,141,136,6
27,female,5045,2738,105,425,71,3
58,female,5632,1423,178,80,54,3
18,female,1046,2148,120,376,20,1
59,female,5612,2427,78,350,82,6
52,male,2517,2098,118,289,48,10
51,male,4817,2034,220,121,52,3
66,female,3024,1690,57,273,37,5
55,male,3024,2200,96,384,31,5
70,male,9735,2024,53,271,80,4
73,male,5045,1748,191,222,20,1
84,male,1031,2174,30,342,76,8
75,male,4816,2396,92,466,21,4
55,male,1823,1973,216,275,20,4
53,female,8921,1956,42,344,44,4
34,male,2517,2503,194,400,20,2
61,other,1823,2219,193,333,20,2
28,other,3041,1713,220,158,20,1
85,male,3542,1605,120,230,32,9
78,female,3531,1679,96,132,87,4
26,female,2517,2261,206,352,20,4
74,female,5014,1971,150,337,20,4
26,male,3514,2792,30,368,137,2
69,male,5616,2306,166,398,20,5
24,male,5612,2334,170,382,20,2
53,female,5025,2014,146,369,20,5
65,other,1823,1831,102,322,22,6
70,female,1823,1804,149,293,20,4
48,female,9728,1665,49,284,43,6
84,other,9735,1681,30,96,133,3
73,female,1028,1733,42,168,98,1
32,male,1046,2152,62,278,84,5
66,female,5045,2254,151,234,79,9
70,male,8921,1769,80,123,105,4
42,male,4825,2270,48,388,60,2
71,female,5014,1846,190,156,51,2
82,female,5014,2117,220,201,20,3
76,male,3515,1823,66,216,78,5
72,female,2517,1935,158,310,20,1
63,male,1023,2470,102,447,28,8
37,male,2517,2168,93,438,20,6
75,male,1023,2196,149,332,30,5
44,female,4817,1991,125,195,84,2
56,female,8921,1934,30,152,140,2
40,male,5025,2215,190,313,22,4
40,male,9728,2357,76,429,36,1
29,male,9712,2534,220,292,55,2
87,male,2545,2415,123,289,91,6
28,female,3514,2480,220,157,86,4
24,female,2517,2230,220,253,20,5
85,female,9731,2038,198,177,57,7
57,male,2517,2094,159,306,26,3
49,female,4811,2318,64,420,44,6
71,male,2517,2365,104,454,20,6
45,male,3511,2428,70,390,68,1
27,female,6535,1548,58,234,43,3
70,female,1825,1865,98,209,79,6
30,female,3514,2162,220,209,39,5
57,female,1033,1986,57,342,41,2
86,female,9728,1452,49,303,20,3
85,female,1028,1800,94,237,50,7
43,male,5646,2381,220,307,24,2
74,male,4822,1842,82,132,115,4
62,male,1823,1863,201,246,20,2
52,male,9721,2234,220,155,71,5
28,male,5025,2184,62,411,30,6
45,male,1813,2264,158,347,29,0
64,female,5033,2076,38,414,28,4
89,female,5022,1984,61,425,20,7
18,female,3024,2465,207,249,63,2
69,male,1031,1837,83,334,20,7
78,female,5022,2135,91,434,20,8
86,male,3516,2082,30,103,180,1
48,male,4817,2072,30,221,126,3
26,male,9721,2374,105,118,162,0
37,male,5644,2287,136,193,112,4
79,male,5033,2187,220,176,56,2
81,female,5621,1645,120,234,30,2
63,female,9712,2087,201,156,73,7
26,female,9728,2024,68,274,73,2
26,male,1046,2213,103,224,105,4
52,female,3023,2192,61,163,141,7
60,female,5646,2313,86,417,34,6
20,male,5014,2400,55,327,97,4
67,female,3534,2144,47,390,45,1
57,female,1046,1642,140,100,75,0
18,male,5634,1938,99,325,29,3
24,male,3024,2805,220,378,20,3
50,female,5033,2195,43,308,82,5
70,male,9728,2300,115,291,77,4
77,male,4825,2000,30,375,44,4
49,male,2014,2500,133,451,20,4
39,female,5621,1829,91,264,44,3
87,male,3041,1543,59,112,99,2
51,male,2545,2669,167,249,109,3
40,male,3515,2480,220,118,20,7
49,female,9735,1958,30,200,127,1
18,female,5022,2103,108,327,36,3
39,female,5022,2447,150,447,20,7
55,male,9721,2512,63,243,142,5
84,male,3548,1598,33,244,53,3
71,female,3024,2121,30,334,77,8
74,male,1825,2911,162,295,121,4
57,female,5634,1799,130,258,23,8
25,female,5033,1788,44,140,125,1
46,male,8927,2195,105,360,30,3
89,other,2545,2337,30,534,20,4
21,female,5022,2653,99,572,20,3
81,male,5045,2469,33,440,62,4
67,female,5622,2135,142,365,20,5
38,male,3548,2346,134,321,49,4
74,female,2545,1696,147,127,69,3
78,male,6216,2235,85,422,22,5
21,male,1028,2200,30,326,96,2
25,female,8927,3032,208,311,102,4
65,male,9711,2386,220,221,61,4
89,male,5022,2138,30,430,28,4
19,female,1825,2061,220,150,48,3
65,male,1023,1715,30,407,20,4
27,male,9711,1838,66,148,104,2
64,male,3534,2200,163,299,41,4
62,male,5014,2313,91,460,20,4
24,male,6211,2361,138,321,50,2
67,female,3023,2249,45,355,70,2
82,female,3531,2201,30,418,50,7
80,male,6514,2035,92,426,20,1
20,female,1046,2322,196,239,64,3
35,female,4811,2340,195,352,20,3
35,female,3511,2253,50,261,112,6
50,female,6221,2362,167,329,35,4
28,female,5616,1826,176,267,20,5
79,female,9712,2112,137,140,113,2
73,female,1813,1709,84,339,20,4
76,female,1035,2018,132,301,27,1
32,male,6514,2297,53,395,56,4
19,male,9735,2241,58,209,124,2
83,female,3023,2096,168,163,83,3
38,male,5632,2756,220,195,33,2
65,male,5033,2515,104,242,131,5
83,male,5012,1884,177,198,42,4
20,male,5634,1998,107,353,20,1
18,female,3515,1748,104,168,72,1
18,female,1035,2631,160,327,73,2
29,male,1825,2049,30,333,66,4
21,male,5632,2195,67,425,20,2
77,male,5621,1935,170,158,68,0
61,male,8921,2658,189,206,118,1
88,female,5621,1707,149,194,42,5
75,female,5045,1905,30,302,66,4
87,female,1031,1843,43,221,84,6
35,female,5045,2510,217,279,61,7
38,other,6221,2148,89,297,74,1
79,female,1036,2296,140,357,29,6
35,female,3516,1750,34,249,71,1
22,male,6224,2078,124,278,53,2
66,male,3026,1639,139,208,28,6
75,female,5014,2096,195,328,20,1
87,male,3024,1531,125,209,28,7
84,male,1031,2132,47,325,72,1
26,other,5621,2047,133,285,39,0
73,female,3035,1978,70,349,35,2
78,male,4811,2260,45,409,50,5
68,male,5621,2463,142,279,92,1
77,male,3024,2127,220,164,35,3
78,female,2014,1963,30,248,100,1
50,male,4817,2258,83,440,25,2
20,female,3548,2129,35,300,89,1
50,female,1813,2157,65,348,58,5
32,female,9735,2443,133,335,67,0
26,female,3534,2093,86,427,20,0
26,male,3026,1718,198,142,36,3
68,male,4811,2038,107,213,92,2
54,female,3516,2160,108,297,66,2
56,male,2517,2349,174,320,47,3
71,male,3026,1922,30,392,44,6
57,male,5025,1568,32,356,20,7
63,male,3548,1969,220,230,20,7
24,male,3511,2753,166,195,146,1
79,female,2014,1613,151,151,44,7
50,female,6221,2114,88,421,20,3
29,female,5022,2257,171,335,25,4
76,female,5621,2116,34,319,81,5
70,male,5014,2616,220,388,20,0
21,female,3026,2030,63,381,31,2
31,female,8927,2541,107,518,20,3
19,male,8927,2909,178,517,20,4
37,female,4825,2454,130,391,46,9
25,male,3534,2292,158,146,116,7
69,male,4817,2338,112,275,87,6
